Mininum Longitude,Minimum Latitude,Maximum Longitude,Maximum Latitude,Percent Vegetation Loss,Percent Bare Initial,Percent Significant VH Values,Average NIR/G,Average SWIR1/B,NASA Elev,GEDI Elev,Elev Loss,GEDI Qual. Flag,B5 Value,B6 Value,Status
-112.33870397910384,36.22260019290455,-112.33591528557541,36.22484938749377,0,0,17.253935081503133,0.11999098025262202,0.39914835073326344,739.9465752802873,684.2632506753796,21.21948835426402,0.22803738317757008,0.10532422705560202,0.1136088907129663,Fail
-112.33591528557541,36.22260019290455,-112.33312659204698,36.22484938749377,14.919083968683697,38.80644671300504,99.97666171937618,0.2939852792121685,0.5177808304525359,808.5373093681919,776.6980281600033,-11.15315788299683,0.8402610441767066,0.14967090805520086,0.16495687516015858,Pass
-112.33312659204698,36.22260019290455,-112.33033789851855,36.22484938749377,89.35624576003951,91.74265612862068,98.8548708314068,0.3284855372333257,0.5570073014009924,1010.8719578641486,906.2171437418433,-15.282832654171731,1,0.20903681745385347,0.22751125751735607,Pass
-112.33033789851855,36.22260019290455,-112.32754920499012,36.22484938749377,0,99.91760170313735,66.73602406931572,0.28221167432801497,0.5374543952908917,1078.9670010439836,1062.4791702244602,5.92542415806717,0.7835314091680816,0.19942888484898427,0.21398799955108744,Fail
-112.32754920499012,36.22260019290455,-112.32476051146169,36.22484938749377,0,99.91760170324481,71.1366882577363,0.27486369802298605,0.5521506891487921,1131.7889337751353,1114.6438966617168,-1.4626632333282883,0.8724778046811944,0.17326710261746353,0.18965527774300558,Pass
-112.32476051146169,36.22260019290455,-112.32197181793326,36.22484938749377,100,99.81667474127575,80.15224250531878,0.25865998178899097,0.561503448957338,1171.1288594260811,1153.3152840329415,8.076710381959973,1,0.1732769708747701,0.1885874965821716,Fail
-112.32197181793326,36.22260019290455,-112.31918312440483,36.22484938749377,100,97.54577796594643,79.2891566630747,0.20463423827766744,0.5398590183887233,1219.8801669767236,1197.7756376044695,6.435139784702034,0.5906976744186047,0.17614208620104374,0.1880408184206106,Fail
-112.31918312440483,36.22260019290455,-112.3163944308764,36.22484938749377,100,99.9176017025867,33.66760863575122,0.22812965654232825,0.5467532023613217,1293.8259704880825,1317.4004836416773,9.170790556172165,0.5295202952029521,0.2049297789140333,0.2192998396137452,Fail
-112.3163944308764,36.22260019290455,-112.31360573734797,36.22484938749377,100,99.7157477795148,44.24519051425643,0.2319965109275857,0.5374871921757806,1316.0244190268702,1324.514297836577,13.872116518142585,1,0.24514550922434963,0.259600163594155,Fail
-112.31360573734797,36.22260019290455,-112.31081704381954,36.22484938749377,100,99.96806603782402,72.69928589274119,0.24816219766575012,0.5345829893353703,1459.3887703690257,1463.4322936833776,28.7650838690666,0.8760932944606415,0.24416198841256484,0.26601134105974183,Fail
-112.31081704381954,36.22260019290455,-112.30802835029111,36.22484938749377,29.362880886426595,66.05689036085307,49.16381175902837,0.2853301560205046,0.5540388635371442,1496.040412296236,1443.0833095584637,48.987962588801075,1,0.16750919420322546,0.1877900525508546,Fail
-112.30802835029111,36.22260019290455,-112.30523965676268,36.22484938749377,0,99.0597080109669,0,0.2841436061394925,0.5587118892629003,1442.8348236575744,1587.1912714682337,51.65916031766528,1,0.22285523072484642,0.24540105785478614,Fail
-112.30523965676268,36.22260019290455,-112.30245096323425,36.22484938749377,0,96.03184962819466,0,0.28487621393835366,0.5744225328495174,1345.82262164125,1348.1441243489583,10.663248697916666,1,0.1861185273891883,0.20687672463056864,Fail
-112.30245096323425,36.22260019290455,-112.29966226970582,36.22484938749377,100,97.54577796575833,67.6804328378797,0.28235916355271273,0.5591991838208176,1374.1901475595914,1437.4607661216128,89.06865626485131,1,0.21099949094349343,0.2334931617743332,Fail
-112.29966226970582,36.22260019290455,-112.29687357617739,36.22484938749377,42.76094276094276,74.18108126910646,95.40317543867661,0.3309883208395017,0.5816570105896135,1604.0985883527771,1485.2061826581999,-84.58395535670067,1,0.20413322914614207,0.22570774592635137,Pass
-112.29687357617739,36.22260019290455,-112.29408488264896,36.22484938749377,100,99.81667474117832,81.84165427938181,0.3529052541822005,0.5775136016018403,1754.0429394943496,-999,-999,-999,0.23423176065071782,0.2590850114793979,Pass
-112.29408488264896,36.22260019290455,-112.29129618912053,36.22484938749377,0,99.91760170314836,25.964754865190304,0.34001482939580624,0.5723412874678141,1638.994732779368,1637.5807941125772,5.248575968089707,1,0.20968843835085427,0.23068424649594158,Fail
-112.29129618912053,36.22260019290455,-112.2885074955921,36.22484938749377,0,99.81667474083162,0,0.31869159509481176,0.5673378703929672,1577.375635439361,1691.933837890625,25.2681884765625,1,0.2142102089365671,0.23319265070132278,Fail
-112.2885074955921,36.22260019290455,-112.28571880206367,36.22484938749377,2.8735684347722334,65.65262632991788,29.7892988406126,0.33304543201667935,0.5829866980993191,1557.3393400208802,-999,-999,-999,0.2014640299047444,0.22417078196441956,Pass
-112.28571880206367,36.22260019290455,-112.28293010853524,36.22484938749377,79.87586257517948,88.4118642946587,87.98210007826704,0.3563226731164926,0.5800737784758694,1734.8369505993467,1746.7942086551966,4.243465809339887,0.8089887640449438,0.24068320952098757,0.26831462418154917,Fail
-112.28293010853524,36.22260019290455,-112.28014141500681,36.22484938749377,0,99.91760341095592,0,0.35519134084003157,0.5791121274627061,1700.251509236984,1691.6107141366897,6.296921894906409,1,0.2178944224588219,0.24557158138757085,Fail
