FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f4,1,1,130,IPIS - Ministère des Mines,IPIS - 2009,codmine00191,Eohe,2009-01-01,1,,POINT (28.71258 0.33188),28.71258,0.33188,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Baredje,Maendeleo,300,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f5,2,2,101,IPIS - Ministère des Mines,IPIS - 2009,codmine00192,Eita,2009-01-01,1,,POINT (28.69916 0.32153),28.69916,0.32153,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Baredje,Tembe,110,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f6,3,3,166,IPIS - Ministère des Mines,IPIS - 2009,codmine00242,Mungu Iko,2009-01-01,1,,POINT (28.1851422995 0.5449917486),28.1851423,0.54499175,GPS (Approximation),Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapaitumba,Ehoto,,,,1,1,Or,,,Coltan,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,Maï-Maï Simba,Groupe armé local,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f7,4,4,163,IPIS - Ministère des Mines,IPIS - 2009,codmine00260,Kiviri/Tayna,2009-01-01,1,,POINT (28.884528 -0.352529),28.884528,-0.352529,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bamate,Luenge,Vunyakavulivwa,,,,0,1,Or,,,Diamant,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,Maï-Maï,Groupe armé local,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f8,5,5,172,IPIS - Ministère des Mines,IPIS - 2009,codmine00272,Makanga,2009-01-01,1,,POINT (28.903945 -0.036707),28.903945,-0.036707,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Ngohi,,,,0,1,Or,,,Diamant,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21f9,6,6,70,IPIS - Ministère des Mines,IPIS - 2009,codmine00286,Kasongo,2009-01-01,1,,POINT (29.422085 0.8874916666666667),29.422085,0.88749167,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Batangi-Mbau,Mamove,50,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21fa,7,7,30,IPIS - Ministère des Mines,IPIS - 2009,codmine00288,Mununze,2009-01-01,1,,POINT (29.24183 0.595655),29.24183,0.595655,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Baswagha-Madiwe,Mununze,20,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21fb,8,8,131,IPIS - Ministère des Mines,IPIS - 2009,codmine00290,Kiboto,2009-01-01,1,,POINT (29.09466 0.459223),29.09466,0.459223,GPS,Nord-Kivu,Nord-Kivu,Beni,Beni-Mbau,Baswagha-Madiwe,Cantine/Aloya,300,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21fc,9,9,38,IPIS - Ministère des Mines,IPIS - 2009,codmine00307,Ruzirantaka (rivière),2009-01-01,1,,POINT (28.884336 -1.696243),28.884336,-1.696243,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Muvunyi-Shanga,Ruzirantaka,27,,,1,0,Cassitérite,,,Tourmaline,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21fd,10,10,148,IPIS - Ministère des Mines,IPIS - 2009,codmine00309,D3 Bibatama,2009-01-01,1,,POINT (28.893558 -1.584475),28.893558,-1.584475,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Muvunyi-Karuba,Rugeshi/Humule,1150,,,1,0,Cassitérite,,,Coltan,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21fe,11,11,144,IPIS - Ministère des Mines,IPIS - 2009,codmine00311,D4 Gakombe,2009-01-01,1,,POINT (28.882969 -1.570912),28.882969,-1.570912,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Matanda,Karambayiro/Luhundje,700,,,1,0,Coltan,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_21ff,12,12,68,IPIS - Ministère des Mines,IPIS - 2009,codmine00312,Luwowo/Gasasa,2009-01-01,1,,POINT (28.887091 -1.56652),28.887091,-1.56652,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Matanda,Luwowo/Luhundje,50,,,1,0,Coltan,,,Cassitérite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2200,13,13,143,IPIS - Ministère des Mines,IPIS - 2009,codmine00318,D2 Bibatama,2009-01-01,1,,POINT (28.888861 -1.578194),28.888861,-1.578194,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Karuba,Humule,612,,,1,0,Coltan,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2201,14,14,58,IPIS - Ministère des Mines,IPIS - 2009,codmine00319,Koyi,2009-01-01,1,,POINT (28.9037777778 -1.5573888889),28.90377778,-1.55738889,GPS,Nord-Kivu,Nord-Kivu,Masisi,Bahunde,Matanda,Luhundje,45,,,1,0,Cassitérite,,,Coltan,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2202,15,15,51,IPIS - Ministère des Mines,IPIS - 2009,codmine00377,Mironge,2009-01-01,1,,POINT (28.29888 -1.10362),28.29888,-1.10362,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Ihana,Banamutabira,40,,,0,1,Or,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2203,16,16,78,IPIS - Ministère des Mines,IPIS - 2009,codmine00381,Shempika,2009-01-01,1,,POINT (27.876402 -1.126632),27.876402,-1.126632,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Utunda,Bakondjo,54,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2204,17,17,132,IPIS - Ministère des Mines,IPIS - 2009,codmine00382,Omate,2009-01-01,1,,POINT (27.860538 -1.094217),27.860538,-1.094217,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Utunda,Bakondjo,330,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2205,18,18,10,IPIS - Ministère des Mines,IPIS - 2009,codmine00383,Tokobika,2009-01-01,1,,POINT (27.85974 -1.081251),27.85974,-1.081251,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Utunda,Bakondjo,9,,,0,1,Or,,,Diamant,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2206,19,19,206,IPIS - Ministère des Mines,IPIS - 2009,codmine00384,Mafilo,2009-01-01,1,,POINT (27.868276 -1.071529),27.868276,-1.071529,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Utunda,Bakondjo,,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2207,20,20,113,IPIS - Ministère des Mines,IPIS - 2009,codmine00392,Angoa,2009-01-01,1,,POINT (27.798437 -1.024498),27.798437,-1.024498,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Banesa,192,,,0,1,Or,,,Diamant,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2208,21,21,50,IPIS - Ministère des Mines,IPIS - 2009,codmine00393,Kabombo,2009-01-01,1,,POINT (27.79815 -1.021475),27.79815,-1.021475,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Utunda,Banesa,39,,,0,1,Or,,,Diamant,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2209,22,22,155,IPIS - Ministère des Mines,IPIS - 2009,codmine00396,Bisie Mpama,2009-01-01,1,,POINT (27.744321 -1.033035),27.744321,-1.033035,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Bangandula,2500,,,1,0,Cassitérite,,,Bauxite,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220a,23,23,46,IPIS - Ministère des Mines,IPIS - 2009,codmine00405,Muchele,2009-01-01,1,,POINT (27.816308 -1.217592),27.816308,-1.217592,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Okondo,36,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220b,24,24,109,IPIS - Ministère des Mines,IPIS - 2009,codmine00407,Camp Brique,2009-01-01,1,,POINT (27.739925 -1.3275166667),27.739925,-1.32751667,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Batike,150,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220c,25,25,126,IPIS - Ministère des Mines,IPIS - 2009,codmine00408,Camp Plaine,2009-01-01,1,,POINT (27.7351666667 -1.3436),27.73516667,-1.3436,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Batike,275,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220d,26,26,64,IPIS - Ministère des Mines,IPIS - 2009,codmine00410,Abambuwa,2009-01-01,1,,POINT (27.757777 -1.429935),27.757777,-1.429935,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Bakukwe,48,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220e,27,27,34,IPIS - Ministère des Mines,IPIS - 2009,codmine00411,Angwetu,2009-01-01,1,,POINT (27.777592 -1.428525),27.777592,-1.428525,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Bakukwe,21,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_220f,28,28,47,IPIS - Ministère des Mines,IPIS - 2009,codmine00412,Camp Léopard,2009-01-01,1,,POINT (27.760759 -1.445932),27.760759,-1.445932,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Bakukwe,36,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2210,29,29,91,IPIS - Ministère des Mines,IPIS - 2009,codmine00415,Maroc,2009-01-01,1,,POINT (27.785814 -1.483878),27.785814,-1.483878,GPS,Nord-Kivu,Nord-Kivu,Walikale,Wanianga,Wassa,Bakukwe,75,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2211,30,30,102,IPIS - Ministère des Mines,IPIS - 2009,codmine00465,Bongobongo I,2009-01-01,1,,POINT (27.754153 -1.533765),27.754153,-1.533765,GPS,Nord-Kivu,Nord-Kivu,Walikale,Bakano,Bakondjo,Bakondjo,120,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2212,31,31,191,IPIS - Ministère des Mines,IPIS - 2009,codmine00679,Matongo,2009-01-01,1,,POINT (27.75495 -2.242203),27.75495,-2.242203,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Bionga,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2213,32,32,192,IPIS - Ministère des Mines,IPIS - 2009,codmine00684,Nyambembe,2009-01-01,1,,POINT (27.731652 -2.231396),27.731652,-2.231396,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Nyambembe,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2214,33,33,193,IPIS - Ministère des Mines,IPIS - 2009,codmine00685,Swiza,2009-01-01,1,,POINT (27.836341177368663 -2.2399810402634404),27.83634118,-2.23998104,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Swiza,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2215,34,34,194,IPIS - Ministère des Mines,IPIS - 2009,codmine00688,Wameri,2009-01-01,1,,POINT (27.621778 -2.33597),27.621778,-2.33597,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Kato/Wameri,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2216,35,35,195,IPIS - Ministère des Mines,IPIS - 2009,codmine00693,Nietubu,2009-01-01,1,,POINT (27.618319 -2.232212),27.618319,-2.232212,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Lukala/Lulingu,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2217,36,36,196,IPIS - Ministère des Mines,IPIS - 2009,codmine00695,Tchonka,2009-01-01,1,,POINT (27.535858 -2.316494),27.535858,-2.316494,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Tchonka,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2218,37,37,197,IPIS - Ministère des Mines,IPIS - 2009,codmine00697,Niabesi,2009-01-01,1,,POINT (27.564311 -2.304845),27.564311,-2.304845,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Tchonka/Mumbilwa,,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2219,38,38,139,IPIS - Ministère des Mines,IPIS - 2009,codmine00726,Mobale,2009-01-01,1,,POINT (28.17377697 -3.07115597),28.17377697,-3.07115597,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Kitemba,550,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221a,39,39,120,IPIS - Ministère des Mines,IPIS - 2009,codmine00729,Kazibe,2009-01-01,1,,POINT (28.17670502 -3.06711799),28.17670502,-3.06711799,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Baligi,Tchanda,240,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221b,40,40,52,IPIS - Ministère des Mines,IPIS - 2009,codmine00734,Matenende,2009-01-01,1,,POINT (28.15791196 -3.06602499),28.15791196,-3.06602499,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Busse,Butwa,40,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221c,41,41,75,IPIS - Ministère des Mines,IPIS - 2009,codmine00771,Calvaire,2009-01-01,1,,POINT (28.19284002 -3.04490997),28.19284002,-3.04490997,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Wamuzimu,Buse,Kalingi,52,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221d,42,42,129,IPIS - Ministère des Mines,IPIS - 2009,codmine00774,Nzombe,2009-01-01,1,,POINT (28.52016 -3.160493),28.52016,-3.160493,"GPS (IPIS 2009, ASM-PACE 2012)",Sud-Kivu,Sud-Kivu,Mwenga,Basile,Bashimwenda I,Nzombe,300,,,1,0,Cassitérite,,,Coltan,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221e,43,43,66,IPIS - Ministère des Mines,IPIS - 2009,codmine00791,Kagolomba,2009-01-01,1,,POINT (27.936246026842294 -2.8356716826323596),27.93624603,-2.83567168,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Tchatabu,50,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,FDLR,Groupe armé étranger,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_221f,44,44,121,IPIS - Ministère des Mines,IPIS - 2009,codmine00795,Kalekwa,2009-01-01,1,,POINT (27.913672303946495 -2.834872768946749),27.9136723,-2.83487277,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kalekwa,250,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,FDLR,Groupe armé étranger,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2220,45,45,114,IPIS - Ministère des Mines,IPIS - 2009,codmine00811,Kabwaki,2009-01-01,1,,POINT (27.847103 -2.851864),27.847103,-2.851864,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kamulila,200,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,FDLR,Groupe armé étranger,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2221,46,46,40,IPIS - Ministère des Mines,IPIS - 2009,codmine00830,Tshamatembe,2009-01-01,1,,POINT (28.567867 -2.269233),28.567867,-2.269233,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Kalima,Tshamatembe,30,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2222,47,47,134,IPIS - Ministère des Mines,IPIS - 2009,codmine00838,Nyawaronga,2009-01-01,1,,POINT (28.815331 -2.037735),28.815331,-2.037735,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Nyawaronga,350,,,0,1,Or,,,,,,,,,,1,,FDLR,Groupe armé étranger,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2223,48,48,54,IPIS - Ministère des Mines,IPIS - 2009,codmine00848,Biriki,2009-01-01,1,,POINT (28.90496 -1.77952),28.90496,-1.77952,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,42,,,1,0,Cassitérite,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2224,49,49,63,IPIS - Ministère des Mines,IPIS - 2009,codmine00850,Mungwe,2009-01-01,1,,POINT (28.90197 -1.76775),28.90197,-1.76775,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,48,,,1,0,Coltan,,,Tourmaline,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2225,50,50,3,IPIS - Ministère des Mines,IPIS - 2009,codmine00858,Mbururu,2009-01-01,1,,POINT (28.90482 -1.8784),28.90482,-1.8784,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,"Nyanzi, Shanje",5,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2226,51,51,4,IPIS - Ministère des Mines,IPIS - 2009,codmine00859,Kiboto,2009-01-01,1,,POINT (28.89922 -1.87863),28.89922,-1.87863,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Shanje,6,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2227,52,52,28,IPIS - Ministère des Mines,IPIS - 2009,codmine00860,Kisima 1,2009-01-01,1,,POINT (28.85332 -1.86435),28.85332,-1.86435,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Shanje,16,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2228,53,53,59,IPIS - Ministère des Mines,IPIS - 2009,codmine00861,Kisima 2,2009-01-01,1,,POINT (28.85742 -1.86641),28.85742,-1.86641,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Shanje, Kusisa",46,,,0,1,Or,,,,,,,,,,1,,FARDC,FARDC - Pas de données sur les ingérences,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_2229,54,54,85,IPIS - Ministère des Mines,IPIS - 2009,codmine00862,Birumbu,2009-01-01,1,,POINT (28.86295 -1.86874),28.86295,-1.86874,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Shanje, Kusisa",63,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_222a,55,55,65,IPIS - Ministère des Mines,IPIS - 2009,codmine00864,Bihovu,2009-01-01,1,,POINT (28.81147 -1.8362616667),28.81147,-1.83626167,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Nyarugusha, Gali",49,,,1,0,Cassitérite,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_222b,56,56,95,IPIS - Ministère des Mines,IPIS - 2009,codmine00868,Fangere,2009-01-01,1,,POINT (28.844642580668154 -1.871230710139738),28.84464258,-1.87123071,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Fwangere, Gali",87,,,0,1,Or,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
