FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b0,1213,1116,750,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00890,Zolazola D23,2013-09-27,1,,POINT (28.490511666666666 -2.69020666666666),28.49051167,-2.69020667,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Namwerwe,160,,,1,0,Cassitérite,Nzibira,Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Hebdomadaire,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,Vert,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b1,1214,1117,176,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00132,Frigo,2013-09-28,1,,POINT (30.067355 1.944295),30.067355,1.944295,GPS,Ituri,orientale,Djugu,Banyali Kilo,Wazabo,Wazabo,1000,,,0,1,Or,Mongbwalu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b2,1215,1118,177,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00133,Itendey,2013-09-28,1,,POINT (30.075437 1.795154),30.075437,1.795154,GPS,Ituri,orientale,Djugu,Banyali Kilo,Agonema,Agonema,400,,,0,1,Or,"Kilo, Lisey","Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b3,1216,1119,178,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00134,Gbado,2013-09-28,1,,POINT (30.076322 1.767156),30.076322,1.767156,GPS,Ituri,orientale,Djugu,Banyali Kilo,Kilongozi,Angwali,850,,,0,1,Or,"Kilo, Lisey","Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b4,1217,1120,179,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00135,Mayolo,2013-09-28,1,,POINT (30.084555 1.756211),30.084555,1.756211,GPS,Ituri,orientale,Djugu,Banyali Kilo,Anyolo Tchulu,Lisey,1200,,,0,1,Or,Lisey,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b5,1218,1121,751,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00891,Muhinga,2013-09-28,1,,POINT (28.485144 -2.666126),28.485144,-2.666126,GPS,Sud-Kivu,Sud-Kivu,Kabare,Nindja,Luhago,Mwegerera,100,,,1,0,Cassitérite,Nzibira,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,Vert,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b6,1219,1122,180,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00136,Penge,2013-09-29,1,,POINT (30.131564 1.822042),30.131564,1.822042,GPS,Ituri,orientale,Djugu,Banyali Kilo,Agonema,Kolo,260,,,0,1,Or,Kobu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b7,1220,1123,181,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00137,Camp trois,2013-09-29,1,,POINT (30.192292 1.849377),30.192292,1.849377,GPS,Ituri,orientale,Djugu,Walendu Djatsi,Tchudja,Ngbondi,930,,,0,1,Or,Kobu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b8,1221,1124,182,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00138,Petsi,2013-09-29,1,,POINT (30.217493 1.770828),30.217493,1.770828,GPS,Ituri,orientale,Djugu,Walendu Djatsi,Tchudja,Lodha,245,,,0,1,Or,Kobu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26b9,1222,1125,6,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00139,Londje,2013-09-29,1,,POINT (30.254369 1.75412),30.254369,1.75412,GPS,Ituri,orientale,Djugu,Walendu Djatsi,Yalala,Yapa,356,,,0,1,Or,Kobu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26ba,1223,1126,7,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00140,Atandele,2013-09-29,1,,POINT (30.254292 1.773117),30.254292,1.773117,GPS,Ituri,orientale,Djugu,Walendu Djatsi,Yalala,Yapa,200,,,0,1,Or,Kobu,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26bb,1224,1127,10,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00892,Kanoso (rivière),2013-09-29,1,,POINT (28.469713 -2.62421),28.469713,-2.62421,GPS,Sud-Kivu,Sud-Kivu,Kabare,Nindja,Luhago,Mwegerera,5,,,0,1,Or,"Nzibira, Kankinda",Bukavu,,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Permanente,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26bc,1225,1128,752,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00893,Sebwa-Lukoma,2013-09-29,1,,POINT (28.442826 -2.575278),28.442826,-2.575278,GPS,Sud-Kivu,Sud-Kivu,Kabare,Nindja,Luhago,Murhume (Lukoma),130,,,1,0,Cassitérite,"Nzibira, Kankinda",Bukavu,,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Permanente,1,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,Rouge,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26bd,1226,1129,8,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00141,Qui cherche trouve,2013-09-30,1,,POINT (30.281144 1.700737),30.281144,1.700737,GPS,Ituri,orientale,Djugu,Walendu Djatsi,Limani,Luba,180,,,0,1,Or,Iga Barrière,"Bunia, Butembo",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26be,1227,1130,891,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01056,Kenya,2013-10-05,1,,POINT (28.818984 -5.020625),28.818984,-5.020625,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Shibukumba,90,,,0,1,Or,Nyange,"Bukavu, Kalemie",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Permanente,0,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26bf,1228,1131,892,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01057,Mutuka munene,2013-10-05,1,,POINT (28.804339 -5.01484),28.804339,-5.01484,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila/Lambo Katenga,Manyanga,150,,,0,1,Or,Lambo Katenga,"Kalemie, Bukavu",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Temporaire,0,,,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c0,1229,1132,893,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01058,Kamavumbi,2013-10-06,1,,POINT (28.85095 -5.032356),28.85095,-5.032356,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Malobe,500,,,0,1,Or,Bulongo,"Kalemie, Bukavu",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c1,1230,1133,894,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01059,Muzarau,2013-10-06,1,,POINT (28.86995 -5.032564),28.86995,-5.032564,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Malobe,123,,,0,1,Or,Bulongo,"Kalemie, Bukavu",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Occasionnelle,0,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c2,1231,1134,895,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01060,Kikwepe,2013-10-08,1,,POINT (28.907666 -5.050607),28.907666,-5.050607,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Mapanda,80,,,0,1,Or,Ndolo,Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Temporaire,0,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c3,1232,1135,896,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01061,40-45,2013-10-08,1,,POINT (28.900015 -5.049855),28.900015,-5.049855,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Mahila,85,,,0,1,Or,Ndolo,Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Occasionnelle,0,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c4,1233,1136,897,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01062,Maendeleo,2013-10-08,1,,POINT (28.911437 -5.071914),28.911437,-5.071914,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Mapanda,96,,,0,1,Or,Ndolo,Bukavu,,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Occasionnelle,0,,,0,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c5,1234,1137,898,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01063,Magembe,2013-10-08,1,,POINT (28.91767 -5.101138),28.91767,-5.101138,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Mapenda,30,,,0,1,Or,,"Kalemie, Bukavu",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c6,1235,1138,899,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01064,Cesar,2013-10-08,1,,POINT (28.92226 -5.110429),28.92226,-5.110429,GPS,Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Mapenda,87,,,0,1,Or,Mapenda,"Kalemie, Bukavu",,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c7,1236,1139,900,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01065,Lwama,2013-10-08,0,,POINT (28.934051 -5.413513),28.934051,-5.413513,GPS (village Lwama),Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Lwama,103,,,0,1,Or,Ndolo,"Bukavu, Kalemie",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Occasionnelle,0,,,0,0,0,1,,FDLR,Groupe armé étranger,Une fois tous les 15 jours,0,,,0,0,0,0,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c8,1237,1140,901,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine01066,Mibombo,2013-10-08,0,,POINT (29.040133 -5.362567),29.040133,-5.362567,GPS (IPIS 2010),Tanganyika,Katanga,Kalemie,Tumbwe,Mahila,Lwama,50,,,0,1,Or,,Bukavu,,,,,,,,1,1,FDLR,Groupe armé étranger,Occasionnelle,0,,,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26c9,1238,1141,274,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00268,Vuhenia /Ebiena,2013-10-10,1,,POINT (29.148592 -0.020179),29.148592,-0.020179,GPS,Nord-Kivu,Nord-Kivu,Lubero,Baswagha,Bulengya,Vuhenia,76,,,0,1,Or,Muhangi,Butembo,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanente,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26ca,1239,1142,275,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00269,Katsambu,2013-10-11,1,,POINT (29.112861 -0.08633),29.112861,-0.08633,GPS,Nord-Kivu,Nord-Kivu,Lubero,Baswagha,Luongo,Musasa,88,,,0,1,Or,Muhangi,Butembo,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanente,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26cb,1240,1143,276,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00270,Kamukenge,2013-10-11,1,,POINT (29.066435 -0.099188),29.066435,-0.099188,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Mbulye,Katimbya,63,,,0,1,Or,Muhangi,Butembo,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanente,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26cc,1241,1144,277,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00271,Betlehem / Kyondo,2013-10-11,1,,POINT (29.037805 -0.090606),29.037805,-0.090606,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Mbulye,Kilau,168,,,0,1,Or,"Kilau, Muhangi",Butembo,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanente,0,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26cd,1242,70,70,BGR,Qualification status,codmine00596,Kimabwe 1,2013-10-15,1,,POINT (27.68848 -4.0136683333),27.68848,-4.01366833,GPS,Maniema,Maniema,Kabambare,Salamabila,Kitababeya,Matete,,,,0,1,Or,,,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,Vert,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26ce,1243,71,71,BGR,Qualification status,codmine00597,Lubondozi 1,2013-10-15,1,,POINT (27.713165 -4.0281816667),27.713165,-4.02818167,GPS,Maniema,Maniema,Kabambare,Salamabila,Kitababeya,Matete,,,,0,1,Or,,,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,Vert,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26cf,1244,72,72,BGR,Qualification status,codmine00598,Lubondozi 2,2013-10-15,1,,POINT (27.7095233333 -4.0219883333),27.70952333,-4.02198833,GPS,Maniema,Maniema,Kabambare,Salamabila,Kitababeya,Matete,,,,0,1,Or,,,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,Vert,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d0,1245,1145,819,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00979,Ilambo,2013-10-15,1,,POINT (28.69076 -4.244275),28.69076,-4.244275,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Ilambo,73,,,0,1,Or,Ilambo,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d1,1246,1146,820,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00980,Kitumba,2013-10-15,1,,POINT (28.66683 -4.233638),28.66683,-4.233638,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Kitumba,104,,,0,1,Or,Ilambo,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d2,1247,1147,821,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00981,Bichaka,2013-10-16,1,,POINT (28.667071 -4.215979),28.667071,-4.215979,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Bichaka,320,,,0,1,Or,"Ilambo, Kabanja","Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d3,1248,1148,822,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00982,Bisakala,2013-10-16,1,,POINT (28.678997 -4.178391),28.678997,-4.178391,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Bisakala,54,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d4,1249,1149,823,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00983,Kabanja,2013-10-16,1,,POINT (28.67921 -4.137413),28.67921,-4.137413,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Kabanja,61,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d5,1250,1150,278,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00272,Makanga,2013-10-17,1,,POINT (28.903945 -0.036707),28.903945,-0.036707,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Ngohi,89,,,0,1,Or,Vuyinga,Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d6,1251,1151,283,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00277,Mabua,2013-10-17,1,,POINT (28.844682 -0.055718),28.844682,-0.055718,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Ngohi,88,,,0,1,Or,Vuyinga,Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d7,1252,1152,824,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00984,Masunga,2013-10-17,1,,POINT (28.701819 -4.113677),28.701819,-4.113677,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Masunga,23,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d8,1253,1153,825,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00985,Rutabataba 1 (ancien site TransAfrica),2013-10-17,1,,POINT (28.705466 -4.113987),28.705466,-4.113987,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Rutabataba,150,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26d9,1254,1154,826,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00986,Rutabataba 2,2013-10-17,1,,POINT (28.719153 -4.114703),28.719153,-4.114703,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Rutabataba,98,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26da,1255,1155,827,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00987,Rugezi,2013-10-17,1,,POINT (28.756879 -4.108373),28.756879,-4.108373,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,Basimukuma-Sud,Rugezi,136,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26db,1256,1156,285,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00279,Katendere,2013-10-18,1,,POINT (28.82138 -0.08265),28.82138,-0.08265,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Katendere,108,,,0,1,Or,Vuyinga,Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26dc,1257,1157,286,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00280,Rutshuru,2013-10-18,1,,POINT (28.803063 -0.092206),28.803063,-0.092206,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Rutshuru,104,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26dd,1258,1158,287,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00281,Mambasi,2013-10-18,1,,POINT (28.801065 -0.096375),28.801065,-0.096375,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Mambasi,97,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26de,1259,1159,288,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00282,Kanana,2013-10-18,1,,POINT (28.7924062153 -0.0986305956),28.79240622,-0.0986306,GPS (Approximation),Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Makokwando/Kanaana,186,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,,1,1,FDLR,Groupe armé étranger,Permanente,1,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26df,1260,1160,828,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00988,Bahati ya Imbwa,2013-10-18,1,,POINT (28.772081 -4.099991),28.772081,-4.099991,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,Basimukuma-Sud,Rugezi,98,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26e0,1261,1161,829,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00989,Michikachika,2013-10-18,1,,POINT (28.8022633333 -4.1143183333),28.80226333,-4.11431833,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,Basimukuma-Sud,Rugezi,68,,,0,1,Or,Kabanja,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_26e1,1262,1162,830,IPIS - Ministère des Mines,IPIS - PROMINES MoFA 2013-2014,codmine00990,Kahila,2013-10-18,1,,POINT (28.7239166667 -4.091525),28.72391667,-4.091525,GPS,Sud-Kivu,Sud-Kivu,Fizi,Ngandja,Basikalangwa,Kahila,16,,,0,1,Or,Bigaragara,"Uvira, Bukavu, Baraka",,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,,1,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,
