system:index,latitude,longitude,.geo
0000000000000000079b,-7.30708,27.96511,"{""type"":""Point"",""coordinates"":[27.965109565452114,-7.307079846170175]}"
0000000000000000079e,-7.28297,27.45034,"{""type"":""Point"",""coordinates"":[27.45034202164022,-7.282969486774192]}"
000000000000000007a6,-7.27722,27.45791,"{""type"":""Point"",""coordinates"":[27.45790911612791,-7.2772217055163]}"
000000000000000007ad,-7.3140833333,27.4098055556,"{""type"":""Point"",""coordinates"":[27.409804333963336,-7.3140850939251365]}"
000000000000000007b2,-7.5380277778,27.4271944444,"{""type"":""Point"",""coordinates"":[27.42719482807178,-7.5380256079302415]}"
000000000000000007b8,-7.3060833333,27.4146388889,"{""type"":""Point"",""coordinates"":[27.414637999505274,-7.306085466635255]}"
000000000000000007c4,-7.3188888889,27.3819444444,"{""type"":""Point"",""coordinates"":[27.381943870581402,-7.318887545759697]}"
000000000000000007c8,-7.3194444444,27.3791666667,"{""type"":""Point"",""coordinates"":[27.37916585062511,-7.3194449333913765]}"
00000000000000000ec4,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
00000000000000000f01,-7.30708,27.96511,"{""type"":""Point"",""coordinates"":[27.965109565452114,-7.307079846170175]}"
00000000000000000f43,-7.28714,27.4379,"{""type"":""Point"",""coordinates"":[27.437901129701103,-7.287138746259162]}"
00000000000000000f55,-7.762666667,27.73427778,"{""type"":""Point"",""coordinates"":[27.73427974031944,-7.762666200800737]}"
00000000000000000723,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000724,-7.539816,27.399248,"{""type"":""Point"",""coordinates"":[27.39924964176984,-7.5398181665537285]}"
00000000000000000725,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
00000000000000000726,-7.543987,27.402143,"{""type"":""Point"",""coordinates"":[27.40214359835352,-7.543987426038698]}"
00000000000000000727,-7.724734,27.181892,"{""type"":""Point"",""coordinates"":[27.181890760919618,-7.724732628139073]}"
00000000000000000728,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
00000000000000000729,-7.763301,27.23945,"{""type"":""Point"",""coordinates"":[27.239448837317497,-7.76329939315033]}"
0000000000000000072a,-7.677983,27.178393,"{""type"":""Point"",""coordinates"":[27.178394825693715,-7.677983412694751]}"
0000000000000000072b,-7.696074,27.180286,"{""type"":""Point"",""coordinates"":[27.180285484540377,-7.696073985668579]}"
0000000000000000072c,-7.712294,27.163668,"{""type"":""Point"",""coordinates"":[27.163666414914182,-7.712296195301016]}"
0000000000000000072d,-7.704642,27.184411,"{""type"":""Point"",""coordinates"":[27.18441015301481,-7.704639918792247]}"
00000000000000000764,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
00000000000000000768,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
0000000000000000077a,-7.573706,27.404735,"{""type"":""Point"",""coordinates"":[27.404734336065577,-7.573707334559918]}"
000000000000000007aa,-7.6667,27.15,"{""type"":""Point"",""coordinates"":[27.14999927018537,-7.666701887029529]}"
00000000000000000ec6,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000ec7,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
00000000000000000ec8,-7.724734,27.181892,"{""type"":""Point"",""coordinates"":[27.181890760919618,-7.724732628139073]}"
00000000000000000ec9,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
00000000000000000ee2,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
00000000000000000ee6,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
00000000000000000f12,-7.6667,27.15,"{""type"":""Point"",""coordinates"":[27.14999927018537,-7.666701887029529]}"
00000000000000000f56,-7.74725,27.36791667,"{""type"":""Point"",""coordinates"":[27.36791553866727,-7.7472510884589765]}"
00000000000000000f57,-7.704444444,27.19061111,"{""type"":""Point"",""coordinates"":[27.19061276258015,-7.704443718345894]}"
00000000000000000f5c,-7.544305556,27.40091667,"{""type"":""Point"",""coordinates"":[27.400917345563823,-7.544304022213494]}"
00000000000000000f5d,-7.555722222,27.40513889,"{""type"":""Point"",""coordinates"":[27.405140114261435,-7.555723780011369]}"
00000000000000000c9b,-7.5415166667,27.4124,"{""type"":""Point"",""coordinates"":[27.412399530776444,-7.54151708405509]}"
00000000000000000caa,-7.278822,27.444173,"{""type"":""Point"",""coordinates"":[27.444175084883305,-7.278822522794484]}"
00000000000000000cab,-7.5380277778,27.4271944444,"{""type"":""Point"",""coordinates"":[27.42719482807178,-7.5380256079302415]}"
00000000000000000cb9,-7.28099,27.43976,"{""type"":""Point"",""coordinates"":[27.439760574840385,-7.280989645906462]}"
00000000000000000cba,-7.3060833333,27.4146388889,"{""type"":""Point"",""coordinates"":[27.414637999505274,-7.306085466635255]}"
00000000000000000cbb,-7.27118,27.4507933333,"{""type"":""Point"",""coordinates"":[27.45079239084662,-7.271179623588879]}"
00000000000000000cbc,-7.283375,27.4369716667,"{""type"":""Point"",""coordinates"":[27.436973636681984,-7.283375264970054]}"
00000000000000000cbd,-7.2896783333,27.4331266667,"{""type"":""Point"",""coordinates"":[27.433125432472863,-7.289680433859628]}"
00000000000000000cbe,-7.258119,27.466443,"{""type"":""Point"",""coordinates"":[27.466443835544215,-7.258118916603338]}"
00000000000000000cbf,-7.264956,27.458457,"{""type"":""Point"",""coordinates"":[27.45845758555749,-7.264954718518269]}"
00000000000000000cc0,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
00000000000000000cc1,-7.27722,27.45791,"{""type"":""Point"",""coordinates"":[27.45790911612791,-7.2772217055163]}"
00000000000000000cc2,-7.32334,27.393398,"{""type"":""Point"",""coordinates"":[27.393399301187713,-7.32334218771209]}"
00000000000000000cc3,-7.32,27.3979,"{""type"":""Point"",""coordinates"":[27.397898534150638,-7.319997861922005]}"
00000000000000000cc4,-7.3140833333,27.4098055556,"{""type"":""Point"",""coordinates"":[27.409804333963336,-7.3140850939251365]}"
00000000000000000cc5,-7.315301,27.381627,"{""type"":""Point"",""coordinates"":[27.38162727440662,-7.3153024285127275]}"
00000000000000000cc6,-7.3188888889,27.3819444444,"{""type"":""Point"",""coordinates"":[27.381943870581402,-7.318887545759697]}"
00000000000000000cc7,-7.32005,27.386365,"{""type"":""Point"",""coordinates"":[27.386362839725372,-7.320051371134645]}"
00000000000000000cc8,-7.3197116667,27.3732533333,"{""type"":""Point"",""coordinates"":[27.373253082628246,-7.319712479454585]}"
00000000000000000ccd,-7.3194444444,27.3791666667,"{""type"":""Point"",""coordinates"":[27.37916585062511,-7.3194449333913765]}"
00000000000000000e39,-7.323995,27.5395616667,"{""type"":""Point"",""coordinates"":[27.539559715517562,-7.323993216465894]}"
00000000000000000c93,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000c94,-7.543987,27.402143,"{""type"":""Point"",""coordinates"":[27.40214359835352,-7.543987426038698]}"
00000000000000000c95,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
00000000000000000cb5,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
00000000000000000e11,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
00000000000000000e14,-7.7790283333,27.2826466667,"{""type"":""Point"",""coordinates"":[27.282648608323274,-7.779026642565829]}"
00000000000000000e15,-7.7834016667,27.2786166667,"{""type"":""Point"",""coordinates"":[27.278617580970966,-7.783401020699262]}"
00000000000000000e16,-7.78,27.2660316667,"{""type"":""Point"",""coordinates"":[27.266029538697087,-7.779998726595484]}"
00000000000000000e17,-7.7716266667,27.2948016667,"{""type"":""Point"",""coordinates"":[27.294799658693925,-7.771624534817111]}"
00000000000000000e18,-7.7763783333,27.2688233333,"{""type"":""Point"",""coordinates"":[27.268825395057593,-7.7763779365400865]}"
00000000000000000e1a,-7.763301,27.23945,"{""type"":""Point"",""coordinates"":[27.239448837317497,-7.76329939315033]}"
00000000000000000e1b,-7.7487133333,27.2443616667,"{""type"":""Point"",""coordinates"":[27.244362766678385,-7.748713673604506]}"
00000000000000001171,-7.5452,27.3717,"{""type"":""Point"",""coordinates"":[27.371701315461646,-7.545200301525237]}"
00000000000000001174,-7.7789,27.2731,"{""type"":""Point"",""coordinates"":[27.27310167296785,-7.778901787736337]}"
00000000000000001175,-7.7819,27.2889,"{""type"":""Point"",""coordinates"":[27.288900268000212,-7.78189830364425]}"
00000000000000000562,-7.264956,27.458457,"{""type"":""Point"",""coordinates"":[27.45845758555749,-7.264954718518269]}"
00000000000000000578,-7.28099,27.43976,"{""type"":""Point"",""coordinates"":[27.439760574840385,-7.280989645906462]}"
00000000000000000579,-7.31635,27.38902,"{""type"":""Point"",""coordinates"":[27.38902046395323,-7.316350317260287]}"
0000000000000000057a,-7.28297,27.45034,"{""type"":""Point"",""coordinates"":[27.45034202164022,-7.282969486774192]}"
0000000000000000057b,-7.27722,27.45791,"{""type"":""Point"",""coordinates"":[27.45790911612791,-7.2772217055163]}"
00000000000000000583,-7.3188888889,27.3819444444,"{""type"":""Point"",""coordinates"":[27.381943870581402,-7.318887545759697]}"
000000000000000005aa,-7.315301,27.381627,"{""type"":""Point"",""coordinates"":[27.38162727440662,-7.3153024285127275]}"
000000000000000005ab,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
000000000000000005ae,-7.278822,27.444173,"{""type"":""Point"",""coordinates"":[27.444175084883305,-7.278822522794484]}"
000000000000000006a3,-7.3199,27.95215,"{""type"":""Point"",""coordinates"":[27.9521514177908,-7.31989976169883]}"
000000000000000006a4,-7.30708,27.96511,"{""type"":""Point"",""coordinates"":[27.965109565452114,-7.307079846170175]}"
00000000000000000dac,-7.4869,27.1165,"{""type"":""Point"",""coordinates"":[27.116498043970836,-7.486902014352486]}"
00000000000000000dad,-7.5879,27.2235,"{""type"":""Point"",""coordinates"":[27.223498632849317,-7.587900653213034]}"
00000000000000000db3,-7.315301,27.381627,"{""type"":""Point"",""coordinates"":[27.38162727440662,-7.3153024285127275]}"
00000000000000000db4,-7.32334,27.393398,"{""type"":""Point"",""coordinates"":[27.393399301187713,-7.32334218771209]}"
00000000000000000db5,-7.258119,27.466443,"{""type"":""Point"",""coordinates"":[27.466443835544215,-7.258118916603338]}"
00000000000000000db8,-7.278822,27.444173,"{""type"":""Point"",""coordinates"":[27.444175084883305,-7.278822522794484]}"
00000000000000000db9,-7.32,27.3979,"{""type"":""Point"",""coordinates"":[27.397898534150638,-7.319997861922005]}"
00000000000000000dba,-7.28099,27.43976,"{""type"":""Point"",""coordinates"":[27.439760574840385,-7.280989645906462]}"
00000000000000000dbb,-7.28297,27.45034,"{""type"":""Point"",""coordinates"":[27.45034202164022,-7.282969486774192]}"
00000000000000000dbd,-7.3140833333,27.4098055556,"{""type"":""Point"",""coordinates"":[27.409804333963336,-7.3140850939251365]}"
00000000000000000dbe,-7.3188888889,27.3819444444,"{""type"":""Point"",""coordinates"":[27.381943870581402,-7.318887545759697]}"
00000000000000000dbf,-7.27118,27.4507933333,"{""type"":""Point"",""coordinates"":[27.45079239084662,-7.271179623588879]}"
00000000000000000dc5,-7.2723,27.4595,"{""type"":""Point"",""coordinates"":[27.45950101520399,-7.272298857953294]}"
00000000000000000dc6,-7.8256,27.7079,"{""type"":""Point"",""coordinates"":[27.70789969848725,-7.825601953069074]}"
00000000000000000dc7,-7.2872,27.4362,"{""type"":""Point"",""coordinates"":[27.436202212199735,-7.287201173673912]}"
00000000000000000dc8,-7.28714,27.4379,"{""type"":""Point"",""coordinates"":[27.437901129701103,-7.287138746259162]}"
00000000000000000dc9,-7.2939,27.3911,"{""type"":""Point"",""coordinates"":[27.39109840504413,-7.2938987434561895]}"
00000000000000000e40,-7.30708,27.96511,"{""type"":""Point"",""coordinates"":[27.965109565452114,-7.307079846170175]}"
00000000000000000e59,-7.264956,27.458457,"{""type"":""Point"",""coordinates"":[27.45845758555749,-7.264954718518269]}"
00000000000000000e5a,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
00000000000000001166,-7.3194444444,27.3791666667,"{""type"":""Point"",""coordinates"":[27.37916585062511,-7.3194449333913765]}"
00000000000000001168,-7.5415166667,27.4124,"{""type"":""Point"",""coordinates"":[27.412399530776444,-7.54151708405509]}"
00000000000000000564,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000565,-7.539816,27.399248,"{""type"":""Point"",""coordinates"":[27.39924964176984,-7.5398181665537285]}"
00000000000000000566,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
0000000000000000056e,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
0000000000000000056f,-7.770757,27.193381,"{""type"":""Point"",""coordinates"":[27.193381864334345,-7.77075501011169]}"
00000000000000000571,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
00000000000000000574,-7.573706,27.404735,"{""type"":""Point"",""coordinates"":[27.404734336065577,-7.573707334559918]}"
0000000000000000057d,-7.6667,27.15,"{""type"":""Point"",""coordinates"":[27.14999927018537,-7.666701887029529]}"
000000000000000005be,-7.543987,27.402143,"{""type"":""Point"",""coordinates"":[27.40214359835352,-7.543987426038698]}"
000000000000000005bf,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
00000000000000000826,-7.770757,27.193381,"{""type"":""Point"",""coordinates"":[27.193381864334345,-7.77075501011169]}"
00000000000000000828,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
00000000000000000910,-7.6667,27.15,"{""type"":""Point"",""coordinates"":[27.14999927018537,-7.666701887029529]}"
00000000000000000b62,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000b63,-7.539816,27.399248,"{""type"":""Point"",""coordinates"":[27.39924964176984,-7.5398181665537285]}"
00000000000000000b64,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
00000000000000000b65,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
00000000000000000d77,-7.712294,27.163668,"{""type"":""Point"",""coordinates"":[27.163666414914182,-7.712296195301016]}"
00000000000000000831,-7.315301,27.381627,"{""type"":""Point"",""coordinates"":[27.38162727440662,-7.3153024285127275]}"
00000000000000000832,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
00000000000000000833,-7.278822,27.444173,"{""type"":""Point"",""coordinates"":[27.444175084883305,-7.278822522794484]}"
00000000000000000816,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
00000000000000000817,-7.539816,27.399248,"{""type"":""Point"",""coordinates"":[27.39924964176984,-7.5398181665537285]}"
00000000000000000818,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
00000000000000000819,-7.544566,27.360684,"{""type"":""Point"",""coordinates"":[27.36068287675858,-7.544567109175646]}"
0000000000000000081c,-7.573706,27.404735,"{""type"":""Point"",""coordinates"":[27.404734336065577,-7.573707334559918]}"
0000000000000000081e,-7.724734,27.181892,"{""type"":""Point"",""coordinates"":[27.181890760919618,-7.724732628139073]}"
0000000000000000081f,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
00000000000000000820,-7.763301,27.23945,"{""type"":""Point"",""coordinates"":[27.239448837317497,-7.76329939315033]}"
00000000000000000821,-7.677983,27.178393,"{""type"":""Point"",""coordinates"":[27.178394825693715,-7.677983412694751]}"
00000000000000000822,-7.696074,27.180286,"{""type"":""Point"",""coordinates"":[27.180285484540377,-7.696073985668579]}"
00000000000000000827,-7.770757,27.193381,"{""type"":""Point"",""coordinates"":[27.193381864334345,-7.77075501011169]}"
00000000000000000829,-7.77984,27.30024,"{""type"":""Point"",""coordinates"":[27.300239761979125,-7.77983819895756]}"
0000000000000000053e,-7.32334,27.393398,"{""type"":""Point"",""coordinates"":[27.393399301187713,-7.32334218771209]}"
00000000000000000544,-7.315301,27.381627,"{""type"":""Point"",""coordinates"":[27.38162727440662,-7.3153024285127275]}"
00000000000000000545,-7.303702,27.411552,"{""type"":""Point"",""coordinates"":[27.41155230157629,-7.303699847571661]}"
00000000000000000546,-7.258119,27.466443,"{""type"":""Point"",""coordinates"":[27.466443835544215,-7.258118916603338]}"
0000000000000000054c,-7.264956,27.458457,"{""type"":""Point"",""coordinates"":[27.45845758555749,-7.264954718518269]}"
0000000000000000054d,-7.27502,27.45496,"{""type"":""Point"",""coordinates"":[27.454961650331587,-7.2750189095958975]}"
000000000000000005d4,-7.724734,27.181892,"{""type"":""Point"",""coordinates"":[27.181890760919618,-7.724732628139073]}"
000000000000000005d5,-7.770928,27.220718,"{""type"":""Point"",""coordinates"":[27.220716153791965,-7.770928915052774]}"
000000000000000005d6,-7.677983,27.178393,"{""type"":""Point"",""coordinates"":[27.178394825693715,-7.677983412694751]}"
000000000000000005d7,-7.696074,27.180286,"{""type"":""Point"",""coordinates"":[27.180285484540377,-7.696073985668579]}"
000000000000000005d8,-7.712294,27.163668,"{""type"":""Point"",""coordinates"":[27.163666414914182,-7.712296195301016]}"
000000000000000005d9,-7.704642,27.184411,"{""type"":""Point"",""coordinates"":[27.18441015301481,-7.704639918792247]}"
000000000000000005da,-7.532007,27.377576,"{""type"":""Point"",""coordinates"":[27.377573951549028,-7.532005821508091]}"
000000000000000005db,-7.539816,27.399248,"{""type"":""Point"",""coordinates"":[27.39924964176984,-7.5398181665537285]}"
000000000000000005dc,-7.546741,27.390609,"{""type"":""Point"",""coordinates"":[27.390607903928252,-7.546743150489727]}"
000000000000000005dd,-7.543987,27.402143,"{""type"":""Point"",""coordinates"":[27.40214359835352,-7.543987426038698]}"
000000000000000005de,-7.763301,27.23945,"{""type"":""Point"",""coordinates"":[27.239448837317497,-7.76329939315033]}"
