system:index,latitude,longitude,.geo
00000000000000000111,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
00000000000000000158,-8.06259,26.69781,"{""type"":""Point"",""coordinates"":[26.69781075055753,-8.06258979675656]}"
00000000000000000167,-8.0528,26.69132,"{""type"":""Point"",""coordinates"":[26.691318299423713,-8.052802069944248]}"
00000000000000000189,-8.02455,26.549583,"{""type"":""Point"",""coordinates"":[26.549581313338884,-8.024549205669615]}"
000000000000000001a4,-8.04993,26.70979,"{""type"":""Point"",""coordinates"":[26.709787895987088,-8.049930408865828]}"
00000000000000000f5b,-8.049083333,26.41761111,"{""type"":""Point"",""coordinates"":[26.417609758561095,-8.049083179665672]}"
0000000000000000074b,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
00000000000000000779,-8.000324,26.490331,"{""type"":""Point"",""coordinates"":[26.490328778540697,-8.000322909646245]}"
0000000000000000077e,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
00000000000000000784,-8.061091,26.88932,"{""type"":""Point"",""coordinates"":[26.889320222600922,-8.061091538802602]}"
00000000000000000786,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
00000000000000000796,-8.06259,26.69781,"{""type"":""Point"",""coordinates"":[26.69781075055753,-8.06258979675656]}"
000000000000000007a0,-8.02455,26.549583,"{""type"":""Point"",""coordinates"":[26.549581313338884,-8.024549205669615]}"
000000000000000007c9,-8.0514444444,26.6896111111,"{""type"":""Point"",""coordinates"":[26.68961046372024,-8.051446503224]}"
00000000000000000ed6,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
00000000000000000eef,-8.000324,26.490331,"{""type"":""Point"",""coordinates"":[26.490328778540697,-8.000322909646245]}"
00000000000000000ef2,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
00000000000000000ef4,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
00000000000000000dd5,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
00000000000000000dda,-8.0568916667,26.6872066667,"{""type"":""Point"",""coordinates"":[26.68720700825244,-8.056891065610257]}"
00000000000000000de1,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
00000000000000000de9,-8.052515,26.7062216667,"{""type"":""Point"",""coordinates"":[26.706220615144332,-8.052516687476826]}"
00000000000000000dfd,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
00000000000000000dfe,-8.02455,26.549583,"{""type"":""Point"",""coordinates"":[26.549581313338884,-8.024549205669615]}"
0000000000000000069f,-8.000324,26.490331,"{""type"":""Point"",""coordinates"":[26.490328778540697,-8.000322909646245]}"
000000000000000006a0,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
000000000000000006a1,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
000000000000000006aa,-8.0514444444,26.6896111111,"{""type"":""Point"",""coordinates"":[26.68961046372024,-8.051446503224]}"
000000000000000006b5,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
000000000000000007e6,-8.000324,26.490331,"{""type"":""Point"",""coordinates"":[26.490328778540697,-8.000322909646245]}"
000000000000000007e8,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
000000000000000007f4,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
000000000000000007e7,-8.000324,26.490331,"{""type"":""Point"",""coordinates"":[26.490328778540697,-8.000322909646245]}"
000000000000000007e9,-8.012868,26.549911,"{""type"":""Point"",""coordinates"":[26.549911286816837,-8.012866360909586]}"
000000000000000007ee,-8.0575555556,26.7018611111,"{""type"":""Point"",""coordinates"":[26.701859614314063,-8.057555471667222]}"
000000000000000007f2,-8.061091,26.88932,"{""type"":""Point"",""coordinates"":[26.889320222600922,-8.061091538802602]}"
000000000000000007f5,-8.047762,26.704308,"{""type"":""Point"",""coordinates"":[26.704307660792402,-8.047763285753852]}"
