Mininum Longitude,Minimum Latitude,Maximum Longitude,Maximum Latitude,Percent Vegetation Loss,Percent Bare Initial,Percent Significant VH Values,Average NIR/G,Average SWIR1/B,NASA Elev,GEDI Elev,Elev Loss,GEDI Qual. Flag,B5 Value,B6 Value,Center Lon,Center Lat,Elevation Score,Band Variation Score,Status
26.50144198,-10.79637423,26.50373159,-10.79412504,21.70968443,21.60537136,26.67746756,0.41069775,0.583109855,1396.440192,3965.717564,2559.884599,-999,0.142492004,0.182729033,26.50258678,-10.79524964,3,6,Pass,Pass
26.50373159,-10.79637423,26.50602119,-10.79412504,48.55382505,48.29081074,20.93768,0.40609285,0.582668147,1412.592199,2948.518357,1544.84799,-999,0.148931951,0.186432974,26.50487639,-10.79524964,3,4,Pass,Fail
26.51746923,-10.79637423,26.51975884,-10.79412504,65.58090291,65.30593132,22.88762553,0.418834713,0.552473994,1447.043651,1224.464662,-221.1615023,-999,0.149211165,0.194709648,26.51861403,-10.79524964,4,4,Pass,Fail
26.50602119,-10.79862343,26.5083108,-10.79637423,53.16530888,52.94241525,23.79654627,0.432241994,0.582688632,1440.117852,1749.817172,310.5755573,-999,0.147108443,0.191673898,26.507166,-10.79749883,3,3,Pass,Fail
26.51975884,-10.79862343,26.52204845,-10.79637423,71.0153765,70.63071708,19.08134417,0.436099025,0.561167689,1452.799746,1311.296542,-138.0291316,0.371991247,0.157330474,0.20346393,26.52090364,-10.79749883,1,3,Pass,Fail
26.50144198,-10.80087262,26.50373159,-10.79862343,47.13845328,46.88312335,31.30459052,0.412309355,0.571837279,1409.812586,1404.703766,1.368225098,1,0.163066523,0.205155317,26.50258678,-10.79974803,4,6,Pass,Pass
26.50373159,-10.80312182,26.50602119,-10.80087262,31.81820181,31.70429407,15.45120156,0.443054804,0.569310279,1422.994857,2669.406452,1254.898028,0.41607717,0.151986981,0.20999911,26.50487639,-10.80199722,4,7,Pass,Fail
26.51517962,-10.80312182,26.51746923,-10.80087262,29.21278816,29.07244814,18.26056588,0.435650483,0.580846228,1457.651429,1324.363939,-129.4309298,0.029313233,0.138603758,0.186106744,26.51632443,-10.80199722,4,4,Pass,Fail
26.51060041,-10.80762021,26.51289002,-10.80537101,59.59405079,59.30777863,35.11643838,0.43259504,0.577353438,1490.944613,-999,-999,-999,0.164233453,0.211511876,26.51174521,-10.80649561,1,2,Pass,Pass
26.48541473,-10.8098694,26.48770433,-10.80762021,22.29729692,22.21748007,22.99231287,0.421733123,0.599108474,1321.134886,2921.830424,1612.874422,0.295615276,0.131338552,0.172800768,26.48655953,-10.8087448,2,3,Pass,Fail
26.51289002,-10.8098694,26.51517962,-10.80762021,84.70521474,84.40199846,11.62835348,0.415917248,0.582332388,1498.774595,1400.633667,-96.44799805,-999,0.167866722,0.213406689,26.51403482,-10.8087448,0,2,Pass,Fail
26.51517962,-10.8098694,26.51746923,-10.80762021,53.20199893,52.88130398,25.96139082,0.393074969,0.580274453,1495.824368,1400.874138,-94.57888024,-999,0.156659439,0.197073731,26.51632443,-10.8087448,1,2,Pass,Pass
26.51746923,-10.8098694,26.51975884,-10.80762021,34.70515898,34.58092614,20.47497269,0.399965956,0.574091626,1497.809213,1487.915161,-3.158691406,0.5,0.141281233,0.179642814,26.51861403,-10.8087448,0,3,Pass,Fail
26.83488413,-10.63216311,26.83717306,-10.62991392,23.3605934,20.93798902,10.81061874,0.407723796,0.62038614,1151.337593,4540.100095,3394.281034,0.579058327,0.136861696,0.174319456,26.8360286,-10.63103851,3,4,Pass,Fail
26.83946199,-10.63216311,26.84175092,-10.62991392,100,83.93588171,11.85202492,0.361592674,0.548096148,1156.79969,-999,-999,-999,0.170305981,0.210418641,26.84060646,-10.63103851,3,4,Pass,Fail
26.84403985,-10.63216311,26.84632878,-10.62991392,100,97.03746136,67.6133603,0.335346719,0.587875345,1157.814716,64.6209268,-1085.361407,0.144295302,0.213224454,0.243254169,26.84518432,-10.63103851,3,2,Pass,Pass
26.83488413,-10.6344123,26.83717306,-10.63216311,87.38573056,95.26204134,76.25310938,0.312474945,0.565412191,1154.16139,1152.504324,4.345135724,1,0.187050741,0.207668277,26.8360286,-10.63328771,3,2,Pass,Pass
26.84403985,-10.6344123,26.84632878,-10.63216311,100,99.30272408,69.12864905,0.319084197,0.565886284,1161.386174,1160.581308,5.036306086,1,0.216502651,0.245121212,26.84518432,-10.63328771,4,1,Pass,Pass
26.84403985,-10.6366615,26.84632878,-10.6344123,100,99.54762377,84.64487543,0.274437603,0.526107423,1165.279863,1162.632631,4.512834243,1,0.23286546,0.254034054,26.84518432,-10.6355369,3,5,Pass,Pass
26.84632878,-10.6366615,26.84861771,-10.6344123,89.52632531,90.05812549,35.29163815,0.337804169,0.565764904,1165.947019,1163.087979,1.006282367,1,0.185708357,0.215774412,26.84747325,-10.6355369,2,7,Pass,Pass
26.83488413,-10.63891069,26.83717306,-10.6366615,77.79553232,89.44597351,42.54838722,0.33616694,0.569574937,1153.937396,6711.034342,5563.956462,-999,0.17676921,0.206556473,26.8360286,-10.6377861,4,6,Pass,Pass
26.83717306,-10.63891069,26.83946199,-10.6366615,100,99.54765131,61.111604,0.289392706,0.52375437,1159.7761,-999,-999,-999,0.216265034,0.239531212,26.83831753,-10.6377861,3,3,Pass,Pass
26.83946199,-10.63891069,26.84175092,-10.6366615,100,82.1604642,45.72210432,0.338865103,0.56074539,1162.621998,4078.057558,2920.017386,0.637526652,0.19925085,0.226294903,26.84060646,-10.6377861,3,3,Pass,Pass
26.84403985,-10.63891069,26.84632878,-10.6366615,32.40911617,52.52893441,24.49759322,0.387370563,0.609926517,1165.790281,-999,-999,-999,0.155016268,0.18683448,26.84518432,-10.6377861,4,4,Pass,Fail
26.84632878,-10.63891069,26.84861771,-10.6366615,36.72463314,54.67166446,11.67574449,0.380527473,0.609124659,1166.453268,1166.96049,5.42492159,1,0.157353096,0.190447408,26.84747325,-10.6377861,3,6,Pass,Fail
26.83717306,-10.64115989,26.83946199,-10.63891069,100,99.60888635,70.08194521,0.297092307,0.54573222,1158.130012,6711.698011,5560.387923,-999,0.182013974,0.203030639,26.83831753,-10.64003529,4,6,Pass,Pass
26.83946199,-10.64115989,26.84175092,-10.63891069,93.11744607,44.32510981,37.99161954,0.345112256,0.563228199,1163.188088,1162.470215,2.734619141,1,0.170900462,0.197590107,26.84060646,-10.64003529,3,4,Pass,Pass
26.79826126,-10.65465506,26.80055019,-10.65240586,22.26315581,22.16247654,24.67939832,0.323921666,0.57241318,1171.522389,1182.195796,15.89023951,0.385487528,0.13065776,0.150923979,26.79940572,-10.65353046,2,4,Pass,Fail
26.79826126,-10.65690425,26.80055019,-10.65465506,81.935895,81.36472998,73.16211893,0.253633012,0.542934032,1175.849211,1215.123169,42.52033343,-999,0.180688122,0.190330809,26.79940572,-10.65577965,2,4,Pass,Pass
26.82343948,-10.65690425,26.82572841,-10.65465506,39.56032263,10.71391519,11.48837245,0.444203573,0.633538169,1176.634467,1816.624212,645.6415704,0.090909091,0.124193829,0.169824857,26.82458395,-10.65577965,4,6,Pass,Fail
26.82572841,-10.65690425,26.82801734,-10.65465506,0,75.2424805,56.22431977,0.327337381,0.603739004,1179.150169,2536.755592,1362.458526,0.423836389,0.188517323,0.214834007,26.82687288,-10.65577965,5,7,Pass,Pass
26.79826126,-10.65915345,26.80055019,-10.65690425,58.97914029,58.71244731,66.31316461,0.304515386,0.555354815,1191.103448,1228.550088,46.14658299,-999,0.157641336,0.172216487,26.79940572,-10.65802885,2,2,Pass,Pass
26.80055019,-10.65915345,26.80283912,-10.65690425,21.43737176,21.36668497,35.0547879,0.292391158,0.547538287,1185.311535,1214.356879,32.00943689,0.15104398,0.137375784,0.153425334,26.80169465,-10.65802885,2,3,Pass,Pass
26.82343948,-10.65915345,26.82572841,-10.65690425,27.38427442,24.6115209,18.01783129,0.427539504,0.631858355,1188.958343,1232.454557,48.53418776,-999,0.139366906,0.178093894,26.82458395,-10.65802885,3,8,Pass,Fail
26.82572841,-10.65915345,26.82801734,-10.65690425,57.56207675,38.26410131,25.29105699,0.410896155,0.635434519,1194.125982,1514.534316,328.1715555,0.717070601,0.156619762,0.191601023,26.82687288,-10.65802885,2,6,Pass,Pass
26.79826126,-10.66140264,26.80055019,-10.65915345,36.29085367,36.06010601,54.16910115,0.297788372,0.56498685,1211.727026,1201.201567,-5.540642891,0.156633907,0.164590323,0.183853984,26.79940572,-10.66027804,1,2,Pass,Pass
26.79826126,-10.66815022,26.80055019,-10.66590103,25.58422171,25.46855386,42.2784501,0.362798072,0.593169492,1190.017981,1182.737442,-4.196390544,0.992383025,0.143058886,0.166568541,26.79940572,-10.66702563,3,2,Pass,Pass
26.81199484,-10.66815022,26.81428377,-10.66590103,0,38.50892648,38.54821002,0.328014997,0.567621534,1169.03065,1163.131065,-0.624087016,-999,0.142259273,0.168234129,26.8131393,-10.66702563,5,6,Pass,Pass
26.80970591,-10.67039942,26.81199484,-10.66815022,23.44628689,30.48884292,10.51863308,0.368050087,0.58478595,1172.448158,1166.988328,-1.067255018,0.667057444,0.140000167,0.171401239,26.81085037,-10.66927482,6,3,Pass,Fail
26.80741698,-10.67264861,26.80970591,-10.67039942,20.1806552,16.40760605,34.2117921,0.351770331,0.578899338,1179.070986,1186.701884,14.27408021,0.027642276,0.12674533,0.158412715,26.80856144,-10.67152402,2,3,Pass,Pass
26.83717306,-10.67264861,26.83946199,-10.67039942,60.95759295,60.79398248,12.15513115,0.355343523,0.570637864,1195.10214,1191.630577,1.290205759,0.411124547,0.136396161,0.167679856,26.83831753,-10.67152402,4,4,Pass,Fail
26.80283912,-10.67489781,26.80512805,-10.67264861,96.52432826,84.91576059,39.35819722,0.339786501,0.570356682,1172.25184,1170.074529,3.119399015,0.793774319,0.170713373,0.199534613,26.80398358,-10.67377321,5,6,Pass,Pass
26.80512805,-10.67489781,26.80741698,-10.67264861,51.82920705,52.03921287,25.36823024,0.362556289,0.590970544,1174.112199,1170.080096,4.578243363,1,0.150560027,0.183161829,26.80627251,-10.67377321,4,4,Pass,Pass
26.80741698,-10.67489781,26.80970591,-10.67264861,59.35168511,43.7129732,32.75720955,0.33770639,0.580803982,1175.600797,1169.736175,-0.383172535,0.071616294,0.156192888,0.182347318,26.80856144,-10.67377321,4,7,Pass,Pass
26.87150701,-10.67489781,26.87379594,-10.67264861,22.0743407,19.28516825,13.58771504,0.428855709,0.604251195,1202.450711,1198.89834,5.536374826,0.111498258,0.130429754,0.173292971,26.87265147,-10.67377321,5,3,Pass,Fail
26.87608487,-10.67489781,26.8783738,-10.67264861,37.02344444,36.8560821,23.70417293,0.373356959,0.582974068,1218.503043,1220.272826,6.267113392,-999,0.13683808,0.168702568,26.87722933,-10.67377321,4,2,Pass,Fail
26.83030627,-10.6793962,26.8325952,-10.677147,29.90656682,29.57055436,10.84924846,0.371013112,0.590185484,1183.279115,1199.282349,18.37530518,-999,0.137969803,0.170155707,26.83145074,-10.6782716,4,4,Pass,Fail
26.88295166,-10.6793962,26.88524059,-10.677147,35.42819069,35.20298269,9.41662746,0.392239286,0.601231437,1230.527724,1224.146507,-1.353568667,1,0.140031399,0.172287259,26.88409612,-10.6782716,3,3,Pass,Fail
26.86235129,-10.68164539,26.86464022,-10.6793962,26.5519691,26.44821215,17.15270445,0.399076123,0.57934262,1193.453564,1191.773315,2.925048828,1,0.134224199,0.173109024,26.86349576,-10.68052079,5,1,Pass,Fail
26.87608487,-10.68164539,26.8783738,-10.6793962,26.30608487,26.20328875,10.94292352,0.390448342,0.590998323,1213.491895,1214.595215,6.771728516,1,0.139774218,0.171773212,26.87722933,-10.68052079,5,2,Pass,Fail
26.80741698,-10.68389459,26.80970591,-10.68164539,100,2.265233627,15.45563083,0.357583143,0.624901973,1169.019152,1169.298127,5.398779145,0.088174274,0.134191953,0.161339549,26.80856144,-10.68276999,6,5,Pass,Fail
26.85777343,-10.68389459,26.86006236,-10.68164539,42.84236223,25.46855806,19.07579055,0.382916864,0.57721048,1192.080875,1190.274283,5.875053283,0.982110912,0.133238487,0.164283737,26.8589179,-10.68276999,4,4,Pass,Fail
26.86464022,-10.68389459,26.86692915,-10.68164539,23.97655213,20.08098805,50.09174469,0.373567633,0.566752875,1199.425947,1196.208685,3.654091059,0.523255814,0.128310179,0.161091685,26.86578469,-10.68276999,5,5,Pass,Pass
26.80283912,-10.68614378,26.80512805,-10.68389459,7.500020249,36.30508371,18.09494914,0.428919431,0.595070542,1171.517041,1206.562826,40.23624674,-999,0.130292371,0.171820182,26.80398358,-10.68501918,5,5,Pass,Fail
26.80512805,-10.68614378,26.80741698,-10.68389459,100,91.77279203,22.76743567,0.356834076,0.613354536,1170.565335,1170.950401,6.076761365,0.659546061,0.153091716,0.175471847,26.80627251,-10.68501918,5,7,Pass,Fail
26.85777343,-10.68614378,26.86006236,-10.68389459,69.47176067,69.24284606,17.15827111,0.369476196,0.593229967,1202.942218,1194.254665,-4.082798328,-999,0.152904856,0.182419689,26.8589179,-10.68501918,4,6,Pass,Fail
26.86692915,-10.68839297,26.86921808,-10.68614378,49.50869853,49.34557272,28.94422845,0.361166451,0.583596404,1208.288442,1204.73999,-1.124633789,1,0.145638397,0.171537582,26.86807362,-10.68726838,5,2,Pass,Pass
26.81886163,-10.69064217,26.82115056,-10.68839297,39.27465131,39.12120895,20.85555959,0.411636019,0.631529287,1182.452866,1179.289927,1.887259596,0.191297824,0.151890224,0.184491026,26.82000609,-10.68951757,5,3,Pass,Fail
26.82572841,-10.69064217,26.82801734,-10.68839297,48.35259646,30.55003265,19.70393532,0.384101009,0.599152817,1186.183921,1182.85927,2.952866908,1,0.137740598,0.169060409,26.82687288,-10.68951757,4,0,Pass,Fail
26.82801734,-10.69064217,26.83030627,-10.68839297,43.36441475,14.20362239,21.46713821,0.370388903,0.597602988,1185.208785,1182.487289,3.188050572,-999,0.133990676,0.163724189,26.82916181,-10.68951757,4,2,Pass,Fail
26.84861771,-10.69064217,26.85090664,-10.68839297,27.10509079,26.99919381,8.039134351,0.398830472,0.59325336,1197.589749,1195.251944,2.616196255,0.151048951,0.126690778,0.167227334,26.84976218,-10.68951757,4,4,Pass,Fail
26.85090664,-10.69064217,26.85319557,-10.68839297,20.06135916,20.01982763,21.7811623,0.401179643,0.583049604,1199.232518,1206.13113,12.71302394,0.437659963,0.127164921,0.169612289,26.85205111,-10.68951757,5,6,Pass,Fail
26.86692915,-10.69064217,26.86921808,-10.68839297,22.63800278,22.59113702,30.66339777,0.360195808,0.579775401,1212.877567,1207.195613,-1.317278407,1,0.136930153,0.16390863,26.86807362,-10.68951757,2,3,Pass,Pass
26.80283912,-10.69289136,26.80512805,-10.69064217,37.64329743,36.18260114,11.06968684,0.41564692,0.587738431,1179.445249,1174.412768,-0.272571886,-999,0.136007052,0.177786815,26.80398358,-10.69176677,5,1,Pass,Fail
26.81886163,-10.69289136,26.82115056,-10.69064217,84.29800649,83.81384863,18.49171481,0.410409179,0.617907118,1187.532297,1181.240737,1.465689652,0.162962963,0.156293837,0.191327153,26.82000609,-10.69176677,5,2,Pass,Fail
26.82115056,-10.69289136,26.82343948,-10.69064217,100,99.48688214,6.474309756,0.385780198,0.597981032,1188.935048,1183.902067,-1.507068379,-999,0.168831522,0.202077492,26.82229502,-10.69176677,4,0,Pass,Fail
26.82572841,-10.69289136,26.82801734,-10.69064217,96.86348191,96.42576027,25.30212178,0.386050547,0.598496517,1190.013107,1184.667334,-1.528505563,0.196416265,0.166326336,0.19871314,26.82687288,-10.69176677,3,2,Pass,Pass
26.84632878,-10.69289136,26.84861771,-10.69064217,26.52306518,26.3869706,23.10909567,0.444039359,0.61457027,1195.109176,1220.768871,29.87510855,0.517964072,0.125391934,0.171256196,26.84747325,-10.69176677,6,5,Pass,Fail
26.84861771,-10.69289136,26.85090664,-10.69064217,36.40354049,30.4889371,37.85397373,0.355855685,0.57844406,1198.15657,1222.595532,29.85744351,0.068783069,0.143863785,0.173479565,26.84976218,-10.69176677,5,6,Pass,Pass
26.85090664,-10.69289136,26.85319557,-10.69064217,34.41921718,34.2847506,34.98880056,0.368597765,0.570461911,1200.280982,1189.377207,-5.532148694,0.497398092,0.135659644,0.170707222,26.85205111,-10.69176677,5,2,Pass,Pass
26.86006236,-10.69289136,26.86235129,-10.69064217,73.05797419,72.54891629,26.27742447,0.358810777,0.586065759,1214.546103,1234.252686,25.84838867,-999,0.154125588,0.176308071,26.86120683,-10.69176677,3,4,Pass,Pass
26.86235129,-10.69289136,26.86464022,-10.69064217,26.01469412,25.89713491,11.01455616,0.357978065,0.584668059,1213.943568,1205.589884,-2.668960626,-999,0.138416123,0.163456944,26.86349576,-10.69176677,5,1,Pass,Fail
26.86921808,-10.69289136,26.87150701,-10.69064217,20.14791672,20.01986396,24.75662233,0.367239203,0.56214459,1208.067164,-999,-999,-999,0.129639432,0.161295193,26.87036255,-10.69176677,4,2,Pass,Fail
26.87150701,-10.69289136,26.87379594,-10.69064217,43.86869839,36.79492112,20.53038357,0.36929793,0.572634321,1204.755297,1202.756826,2.701718269,0.942909761,0.137128479,0.166621955,26.87265147,-10.69176677,5,4,Pass,Fail
26.80055019,-10.69514056,26.80283912,-10.69289136,37.21394091,33.85609802,15.45569083,0.418054515,0.583125198,1183.237689,-999,-999,-999,0.134352937,0.17877888,26.80169465,-10.69401596,3,3,Pass,Fail
26.80283912,-10.69514056,26.80512805,-10.69289136,50.65039675,50.26383839,18.04535541,0.38871801,0.581616819,1184.36843,1175.699219,-4.321899414,-999,0.142406224,0.174742757,26.80398358,-10.69401596,3,5,Pass,Fail
26.80970591,-10.69514056,26.81199484,-10.69289136,42.83955002,42.6721972,23.47834254,0.383232021,0.573359579,1186.809324,1178.253825,-2.761230469,-999,0.1464598,0.178335919,26.81085037,-10.69401596,3,5,Pass,Fail
26.8325952,-10.69514056,26.83488413,-10.69289136,27.84262139,27.73385416,13.84675814,0.352412326,0.587144415,1192.447769,1193.198627,6.734341092,0.15917603,0.121122192,0.148010214,26.83373967,-10.69401596,3,5,Pass,Fail
26.86235129,-10.69514056,26.86464022,-10.69289136,56.04670769,55.89638771,24.74004915,0.36321963,0.573555915,1216.289051,1210.763838,0.328627063,0.342741935,0.140452454,0.166048171,26.86349576,-10.69401596,3,0,Pass,Fail
26.79826126,-10.69738975,26.80055019,-10.69514056,46.73244917,46.40684005,13.92390169,0.382417183,0.571327405,1189.216085,1179.194844,-3.644419315,0.007220217,0.144124114,0.174497007,26.79940572,-10.69626516,2,3,Pass,Fail
26.80283912,-10.69738975,26.80512805,-10.69514056,20.00006701,7.591641005,19.01514321,0.401933805,0.586484075,1183.900354,-999,-999,-999,0.132516384,0.164534938,26.80398358,-10.69626516,5,2,Pass,Fail
26.81199484,-10.69738975,26.81428377,-10.69514056,63.4461697,63.12063804,13.83570035,0.385804938,0.579928238,1189.51702,1182.43493,-0.976509585,0.126609442,0.147860246,0.175482005,26.8131393,-10.69626516,4,3,Pass,Fail
26.81886163,-10.69738975,26.82115056,-10.69514056,43.44611889,43.2232039,17.15828399,0.354246903,0.579708176,1197.421664,1189.058268,-1.801511852,0.019880716,0.145472481,0.172129098,26.82000609,-10.69626516,3,3,Pass,Fail
26.82115056,-10.69738975,26.82343948,-10.69514056,96.86348198,96.4257939,36.10731723,0.37730929,0.586580588,1196.857973,1190.901306,-0.099121094,1,0.155239753,0.183802651,26.82229502,-10.69626516,5,0,Pass,Pass
26.82343948,-10.69738975,26.82572841,-10.69514056,90.01852677,89.44643322,42.49345742,0.365727169,0.575531751,1198.828613,1191.260397,-2.896214853,-999,0.17081781,0.197834441,26.82458395,-10.69626516,4,3,Pass,Pass
26.82572841,-10.69738975,26.82801734,-10.69514056,93.66540849,93.24217125,40.22333409,0.357194326,0.56815831,1200.775257,1195.21594,-0.414350402,-999,0.161302253,0.189611104,26.82687288,-10.69626516,3,3,Pass,Pass
26.82801734,-10.69738975,26.83030627,-10.69514056,48.5641048,46.59045149,26.77882746,0.364979288,0.585286944,1199.757911,1191.499342,-3.429683352,0.120339783,0.138600835,0.168307057,26.82916181,-10.69626516,5,1,Pass,Pass
26.8325952,-10.69738975,26.83488413,-10.69514056,34.93532355,34.71329955,56.1143329,0.344004176,0.588575063,1196.639863,1193.079732,4.290450227,0.518819939,0.127967275,0.153119701,26.83373967,-10.69626516,4,4,Pass,Pass
26.84861771,-10.69738975,26.85090664,-10.69514056,40.50557881,40.22335551,9.207265895,0.37485181,0.586823679,1203.133171,1201.987645,6.582263572,0.602601156,0.141157434,0.175901251,26.84976218,-10.69626516,5,2,Pass,Fail
26.86235129,-10.69738975,26.86464022,-10.69514056,42.8659343,42.67223996,29.34103901,0.362361688,0.576539592,1217.815731,1223.585122,11.14106275,0.665192926,0.140487885,0.166649707,26.86349576,-10.69626516,1,2,Pass,Pass
26.87150701,-10.69738975,26.87379594,-10.69514056,38.99130484,38.81511843,18.66803387,0.367128326,0.592270856,1207.049261,1202.119385,-1.774291992,1,0.140882599,0.170899973,26.87265147,-10.69626516,3,6,Pass,Fail
26.80512805,-10.69963895,26.80741698,-10.69738975,71.19156264,70.95706526,13.22409836,0.382725701,0.59222006,1191.835085,-999,-999,-999,0.147935943,0.177595125,26.80627251,-10.69851435,3,1,Pass,Fail
26.80741698,-10.69963895,26.80970591,-10.69738975,39.91388376,39.73353889,16.25467966,0.381670184,0.595406446,1190.072752,1183.359503,-0.228472037,0.259409969,0.142355754,0.170147146,26.80856144,-10.69851435,4,4,Pass,Fail
26.82115056,-10.69963895,26.82343948,-10.69738975,91.89186838,91.5891864,14.18839918,0.391838241,0.598442962,1200.804647,1195.2862,-1.133170669,0.677647059,0.164086699,0.194002938,26.82229502,-10.69851435,4,2,Pass,Fail
26.82343948,-10.69963895,26.82572841,-10.69738975,23.1241962,23.01971301,32.55333367,0.379766678,0.569319815,1201.584504,1195.02939,-2.74368214,0.409448819,0.140751526,0.174595995,26.82458395,-10.69851435,4,6,Pass,Pass
26.82801734,-10.69963895,26.83030627,-10.69738975,57.89800457,57.6718479,11.51050812,0.349991489,0.576679339,1206.279947,1197.955851,-2.591052234,-999,0.14785853,0.174896765,26.82916181,-10.69851435,4,4,Pass,Fail
26.8325952,-10.69963895,26.83488413,-10.69738975,25.03070095,24.9176035,55.53577848,0.336152628,0.578337068,1200.787606,1198.557055,2.537891244,0.33159948,0.131605837,0.157020187,26.83373967,-10.69851435,4,3,Pass,Pass
26.83488413,-10.69963895,26.83717306,-10.69738975,71.2353191,70.95706526,69.40454844,0.343538699,0.598721255,1200.263956,1196.714679,1.924073042,-999,0.145404204,0.169227,26.8360286,-10.69851435,5,4,Pass,Pass
26.87150701,-10.69963895,26.87379594,-10.69738975,87.71502207,87.42609788,24.16709509,0.359738293,0.587171986,1206.823402,1203.682767,0.639571516,1,0.152926815,0.178731607,26.87265147,-10.69851435,3,8,Pass,Fail
26.80283912,-10.70188814,26.80512805,-10.69963895,53.56671135,49.65163397,17.92967775,0.353229258,0.571637573,1193.432525,1187.130828,-2.165811,-999,0.153297207,0.178078539,26.80398358,-10.70076354,4,4,Pass,Fail
26.82343948,-10.70188814,26.82572841,-10.69963895,44.45124055,44.14154366,37.50694215,0.341919111,0.553009896,1208.833509,1201.01236,-2.498138428,1,0.148322889,0.173125416,26.82458395,-10.70076354,4,1,Pass,Pass
26.82572841,-10.70188814,26.82801734,-10.69963895,33.7638558,33.61130379,6.507372833,0.35677701,0.578093377,1211.832891,1200.82278,-6.180892508,-999,0.141643513,0.168963176,26.82687288,-10.70076354,3,1,Pass,Fail
26.83030627,-10.70188814,26.8325952,-10.69963895,21.21766386,21.12179812,8.738955595,0.372854955,0.575441385,1209.868417,1202.185531,-2.964701795,-999,0.13462405,0.169595381,26.83145074,-10.70076354,4,6,Pass,Fail
26.8325952,-10.70188814,26.83488413,-10.69963895,49.16813719,48.85567936,55.761685,0.362647113,0.585723071,1206.31954,1203.483836,1.408372782,0.501059322,0.143048076,0.169251438,26.83373967,-10.70076354,4,3,Pass,Pass
26.83488413,-10.70188814,26.83717306,-10.69963895,46.89232084,46.6517431,59.77848217,0.389830422,0.609932519,1205.769397,1205.557573,1.827718532,1,0.151047506,0.176765114,26.8360286,-10.70076354,4,4,Pass,Pass
26.80055019,-10.70413734,26.80283912,-10.70188814,100,99.67064518,25.98542134,0.378149333,0.590375142,1195.882369,1191.184064,1.138649574,0.490384615,0.166841374,0.197342674,26.80169465,-10.70301274,3,2,Pass,Pass
26.80283912,-10.70413734,26.80512805,-10.70188814,70.35361065,75.48762354,21.5167447,0.383848128,0.578132081,1197.383033,1193.322237,0.006595023,0.731277533,0.146877052,0.181952979,26.80398358,-10.70301274,4,5,Pass,Fail
26.83030627,-10.70413734,26.8325952,-10.70188814,36.44744708,36.30509146,40.69167694,0.350325745,0.559439497,1215.080111,1208.781707,-1.892507344,-999,0.14226556,0.168426808,26.83145074,-10.70301274,3,2,Pass,Pass
26.8325952,-10.70413734,26.83488413,-10.70188814,36.71594987,36.55006702,53.31527615,0.364199176,0.575192524,1212.003151,1214.260634,7.359513295,-999,0.14811831,0.176662999,26.83373967,-10.70301274,4,1,Pass,Pass
26.83488413,-10.70413734,26.83717306,-10.70188814,66.31836149,66.05933672,17.51098306,0.413446056,0.598687667,1210.354799,1212.065807,6.638288052,0.56221374,0.143386461,0.177698754,26.8360286,-10.70301274,4,4,Pass,Fail
26.85090664,-10.70413734,26.85319557,-10.70188814,92.0858659,91.89533152,14.19937766,0.361421663,0.58604762,1220.052317,1212.253351,-1.082053105,0.371179039,0.164823884,0.193737256,26.85205111,-10.70301274,4,6,Pass,Fail
26.86464022,-10.70413734,26.86692915,-10.70188814,34.99376554,34.83566353,41.70009944,0.418214279,0.590599783,1214.471466,1210.506382,0.743930214,0.840225564,0.135528315,0.170524499,26.86578469,-10.70301274,5,2,Pass,Pass
26.86692915,-10.70413734,26.86921808,-10.70188814,57.76549889,57.61061086,9.174232346,0.40166134,0.596441038,1211.515685,855.110225,-350.6022106,0.678416821,0.153337758,0.19388693,26.86807362,-10.70301274,5,1,Pass,Fail
26.86921808,-10.70413734,26.87150701,-10.70188814,30.87326748,30.7337819,23.38465163,0.427224857,0.591298476,1209.582808,483.9671542,-720.8960672,-999,0.129197485,0.167226173,26.87036255,-10.70301274,5,2,Pass,Fail
26.88524059,-10.70413734,26.88752952,-10.70188814,22.38629082,22.28514945,8.105263969,0.395408965,0.581721052,1194.813555,-999,-999,-999,0.134192849,0.171156576,26.88638505,-10.70301274,3,1,Pass,Fail
26.8165727,-10.70638653,26.81886163,-10.70413734,38.56097087,38.38675998,8.772007318,0.429721597,0.600463789,1207.224245,1198.456305,-1.876809731,-999,0.150940315,0.193907265,26.81771716,-10.70526193,6,5,Pass,Fail
26.83030627,-10.70638653,26.8325952,-10.70413734,60.70117327,60.4269373,15.1967495,0.366829457,0.562450614,1221.204074,1224.261756,8.842528585,-999,0.149583729,0.179425492,26.83145074,-10.70526193,4,0,Pass,Fail
26.83488413,-10.70638653,26.83717306,-10.70413734,88.99142073,88.58937497,21.99058898,0.390393621,0.591924955,1216.20124,1217.269005,6.325162712,-999,0.172061685,0.203623454,26.8360286,-10.70526193,4,3,Pass,Fail
26.80055019,-10.70863573,26.80283912,-10.70638653,90.17201759,89.87506942,22.38729861,0.378725196,0.583307795,1210.291192,-999,-999,-999,0.159908791,0.191162539,26.80169465,-10.70751113,3,3,Pass,Fail
26.83030627,-10.70863573,26.8325952,-10.70638653,31.89911193,31.77453455,16.43649722,0.385044213,0.571399539,1226.228342,1216.077393,-2.940307617,-999,0.163928571,0.190385525,26.83145074,-10.70751113,4,1,Pass,Fail
