Mininum Longitude,Minimum Latitude,Maximum Longitude,Maximum Latitude,Percent Vegetation Loss,Percent Bare Initial,Percent Significant VH Values,Average NIR/G,Average SWIR1/B,NASA Elev,GEDI Elev,Elev Loss,GEDI Qual. Flag,B5 Value,B6 Value,Center Lon,Center Lat,Elevation Score,Band Variation Score,Status
26.31868823,-10.75813793,26.32097783,-10.75588873,35.03373223,34.88673261,31.37607135,0.350258038,0.534652868,1529.643533,1530.654818,10.63218156,1,0.154732163,0.183231102,26.31983303,-10.75701333,3,8,Pass,Pass
26.25915843,-10.76038712,26.26144804,-10.75813793,32.34090124,50.4941262,16.27747785,0.4134736,0.574827095,1518.839343,1579.098399,63.3098987,0.785894207,0.134000246,0.177912504,26.26030323,-10.75926252,4,8,Pass,Fail
26.29121294,-10.76038712,26.29350254,-10.75813793,30.11684687,29.99047873,14.04655765,0.423027054,0.584267948,1537.310347,1536.365739,1.729492072,0.443494777,0.136470701,0.175206195,26.29235774,-10.75926252,6,7,Pass,Fail
26.30495058,-10.76038712,26.30724019,-10.75813793,72.64443299,82.81030054,16.98255182,0.289020379,0.474874928,1564.902997,1563.932654,2.627392994,0.643127364,0.180526026,0.205841738,26.30609538,-10.75926252,3,7,Pass,Fail
26.30724019,-10.76038712,26.3095298,-10.75813793,100,99.64161185,27.84518916,0.157533109,0.392349146,1566.186732,1574.040275,11.41840269,0.397840532,0.198881858,0.202755771,26.30838499,-10.75926252,3,3,Pass,Pass
26.3095298,-10.76038712,26.3118194,-10.75813793,98.2747913,97.62184062,39.60564272,0.134138116,0.349802866,1563.757162,1563.669344,0.150288485,-999,0.204870476,0.207210847,26.3106746,-10.75926252,3,1,Pass,Pass
26.3118194,-10.76038712,26.31410901,-10.75813793,98.83220079,98.41750743,71.86866747,0.142511017,0.368353599,1556.270167,2795.693014,1244.579434,0.060836502,0.20719994,0.209895456,26.31296421,-10.75926252,4,0,Pass,Pass
26.31410901,-10.76038712,26.31639862,-10.75813793,93.83478264,93.15390068,85.9592869,0.150732707,0.371465927,1545.234861,2563.263631,1020.619688,0.718048359,0.219254417,0.222075246,26.31525381,-10.75926252,6,0,Pass,Pass
26.31639862,-10.76038712,26.31868823,-10.75813793,77.70275478,77.42427731,73.51566288,0.131495848,0.326395225,1549.24112,1549.342773,12.96508789,1,0.192351412,0.194307849,26.31754342,-10.75926252,2,1,Pass,Pass
26.31868823,-10.76038712,26.32097783,-10.75813793,99.44546863,98.78474035,41.39587391,0.181300812,0.417233006,1540.943037,-999,-999,-999,0.21393331,0.22012038,26.31983303,-10.75926252,3,4,Pass,Pass
26.30724019,-10.76263631,26.3095298,-10.76038712,51.88791974,72.46672349,44.89935265,0.261617337,0.477646318,1567.838467,1573.232255,8.915582279,0.147391578,0.183674567,0.202590401,26.30838499,-10.76151172,2,7,Pass,Pass
26.3095298,-10.76263631,26.3118194,-10.76038712,100,99.51923989,64.27800487,0.164904518,0.400660112,1567.592703,1574.32355,9.790837454,0.180851064,0.209967198,0.214478756,26.3106746,-10.76151172,3,4,Pass,Pass
26.3118194,-10.76263631,26.31410901,-10.76038712,100,99.64164983,70.82762242,0.137842447,0.330636975,1561.034065,1606.539018,53.41624296,0.47826087,0.183823756,0.185841545,26.31296421,-10.76151172,5,2,Pass,Pass
26.31410901,-10.76263631,26.31639862,-10.76038712,79.08982877,78.70959643,62.30601335,0.096262029,0.285957245,1555.027584,1927.523222,377.5605816,0.356944994,0.168294557,0.169133183,26.31525381,-10.76151172,6,2,Pass,Pass
26.31639862,-10.76263631,26.31868823,-10.76038712,73.8328977,73.56831738,33.73914771,0.133101775,0.360243094,1557.472986,1556.248658,-1.028989177,1,0.189069093,0.1909366,26.31754342,-10.76151172,2,3,Pass,Pass
26.31868823,-10.76263631,26.32097783,-10.76038712,100,99.51923989,48.09425839,0.146527611,0.381873613,1547.574871,-999,-999,-999,0.205010514,0.207697447,26.31983303,-10.76151172,4,3,Pass,Pass
26.32097783,-10.76263631,26.32326744,-10.76038712,24.41717792,24.35956797,16.78974067,0.446000836,0.584574597,1538.269148,-999,-999,-999,0.115536573,0.159924576,26.32212264,-10.76151172,6,4,Pass,Fail
26.3118194,-10.76488551,26.31410901,-10.76263631,82.32052024,83.1163781,60.87386444,0.292788971,0.482483336,1565.540858,1567.420923,5.071580925,0.763435195,0.17855512,0.201754277,26.31296421,-10.76376091,5,8,Pass,Pass
26.31410901,-10.76488551,26.31639862,-10.76263631,83.13484583,81.15781127,31.71206086,0.159800337,0.354729142,1564.984517,1563.517893,3.842953189,0.152329749,0.175532457,0.18158435,26.31525381,-10.76376091,4,4,Pass,Pass
26.31639862,-10.76488551,26.31868823,-10.76263631,87.83787525,87.52310898,72.8601906,0.156208151,0.377257013,1559.87314,1561.866321,6.591888593,0.647563177,0.209747447,0.213165207,26.31754342,-10.76376091,4,3,Pass,Pass
26.31868823,-10.76488551,26.32097783,-10.76263631,97.53543752,96.88743713,56.41204084,0.186661312,0.429117738,1546.608472,1570.682373,16.29553223,1,0.20651518,0.214074649,26.31983303,-10.76376091,7,5,Pass,Pass
26.31639862,-10.7671347,26.31868823,-10.76488551,26.01954767,19.52438022,88.33346716,0.144361477,0.273020149,1568.033916,1566.702642,2.859748324,0.287593985,0.128386801,0.140324612,26.31754342,-10.76601011,4,6,Pass,Pass
26.31868823,-10.7671347,26.32097783,-10.76488551,82.54455958,82.19827266,21.65370965,0.270334383,0.481286938,1567.509954,1572.934246,5.686277994,0.880952381,0.188199061,0.208166752,26.31983303,-10.76601011,4,7,Pass,Fail
26.32097783,-10.7693839,26.32326744,-10.7671347,53.68090851,36.04966531,11.5677157,0.405078522,0.549338777,1572.05621,1582.044403,12.52350823,1,0.137007375,0.17782062,26.32212264,-10.7682593,4,7,Pass,Fail
26.32326744,-10.7693839,26.32555705,-10.7671347,26.70156411,15.60725395,13.93637194,0.402988284,0.534477821,1568.746461,-999,-999,-999,0.137454451,0.17829644,26.32441224,-10.7682593,3,7,Pass,Fail
26.32097783,-10.77163309,26.32326744,-10.7693839,63.59729901,63.40837413,63.86494228,0.288799156,0.480429101,1579.995078,1582.335531,5.314152411,0.667101828,0.180010249,0.203874735,26.32212264,-10.7705085,2,8,Pass,Pass
26.31868823,-10.77613148,26.32097783,-10.77388229,30.38127344,30.23524722,16.56390867,0.413735889,0.588180607,1580.159093,1572.929704,-2.913779395,0.29226361,0.140374946,0.178381674,26.31983303,-10.77500688,1,8,Pass,Fail
26.31639862,-10.78287907,26.31868823,-10.78062987,36.36363913,36.2333857,17.14231616,0.432198384,0.580860612,1560.962785,1579.211519,22.31195503,0.661872385,0.13790499,0.182208044,26.31754342,-10.78175447,4,6,Pass,Fail
26.33013626,-10.79862343,26.33242587,-10.79637423,24.79996602,24.66563535,19.40628981,0.422426497,0.573228076,1569.536793,1578.998413,11.8802371,0.66179402,0.152712911,0.195022966,26.33128107,-10.79749883,0,5,Pass,Fail
26.33242587,-10.80087262,26.33471548,-10.79862343,30.25837244,30.11299469,16.02963285,0.418688728,0.571344977,1569.03257,-999,-999,-999,0.161727902,0.20599109,26.33357067,-10.79974803,1,7,Pass,Fail
26.33700509,-10.80537101,26.33929469,-10.80312182,21.72304715,21.60538959,13.39659549,0.437948041,0.595522747,1563.536819,1558.11839,-3.428242074,0.270413574,0.134247558,0.178082496,26.33814989,-10.80424641,2,3,Pass,Fail
26.33929469,-10.80762021,26.3415843,-10.80537101,30.5470504,30.41900781,11.38051062,0.411657068,0.584631438,1559.487917,1728.695312,171.0821033,0.302820054,0.156079592,0.192933746,26.3404395,-10.80649561,2,3,Pass,Fail
27.22329856,-10.74239356,27.22558817,-10.74014437,96.81526462,82.68768994,10.87913184,0.408569002,0.611530267,1127.926026,1127.533721,3.183588328,1,0.183039629,0.221391146,27.22444336,-10.74126897,2,4,Pass,Fail
27.22100895,-10.74464276,27.22329856,-10.74239356,38.32859882,69.95708605,44.86062275,0.383542042,0.602359369,1122.369355,1121.473481,2.716360978,1,0.176281492,0.211803272,27.22215375,-10.74351816,5,4,Pass,Pass
27.22329856,-10.74464276,27.22558817,-10.74239356,62.26958975,83.23863047,24.73843666,0.398419682,0.614558079,1125.609999,1120.171265,2.604980469,1,0.176482725,0.214394572,27.22444336,-10.74351816,6,2,Pass,Fail
27.22558817,-10.74464276,27.22787777,-10.74239356,100,99.64149516,29.32141309,0.389326034,0.591645836,1135.688889,1139.387207,3.823486328,1,0.196389779,0.234945048,27.22673297,-10.74351816,3,2,Pass,Pass
27.23016738,-10.74464276,27.23245699,-10.74239356,100,99.64149533,18.80580845,0.394364014,0.589432469,1143.895412,1733.733981,594.7809817,0.805066079,0.193650025,0.230852027,27.23131218,-10.74351816,2,3,Pass,Fail
27.22558817,-10.74689195,27.22787777,-10.74464276,100,99.64149851,28.29131599,0.358008323,0.59514245,1132.599458,1130.701089,2.129706933,0.67884131,0.202308531,0.231417492,27.22673297,-10.74576736,7,5,Pass,Pass
27.22787777,-10.74689195,27.23016738,-10.74464276,100,99.27426923,27.68539351,0.376915944,0.58975229,1141.407293,1137.889277,4.173881708,1,0.198893649,0.233411594,27.22902258,-10.74576736,4,0,Pass,Pass
27.23016738,-10.74689195,27.23245699,-10.74464276,100,99.39667899,14.12912384,0.381245716,0.584478631,1146.38362,3836.180291,2695.255556,0.112676056,0.201411865,0.235046022,27.23131218,-10.74576736,0,1,Pass,Fail
27.22787777,-10.74914115,27.23016738,-10.74689195,0,99.58032819,7.287683222,0.378833626,0.613691099,1139.473361,-999,-999,-999,0.191955179,0.230980081,27.22902258,-10.74801655,7,4,Pass,Fail
27.22100895,-10.75363954,27.22329856,-10.75139034,100,99.7639811,45.37846284,0.365251001,0.634386298,1148.56788,1148.94409,6.436931764,0.656334232,0.200767789,0.222226188,27.22215375,-10.75251494,4,4,Pass,Pass
27.22100895,-10.75588873,27.22329856,-10.75363954,87.25279003,88.93075741,45.29042413,0.371416344,0.647793926,1153.16008,1151.848528,3.854524852,1,0.170006585,0.190748306,27.22215375,-10.75476413,1,4,Pass,Pass
27.22329856,-10.75588873,27.22558817,-10.75363954,100,99.33554907,40.86161574,0.36763941,0.633365961,1153.045012,1152.164185,3.555053711,1,0.205589406,0.228965313,27.22444336,-10.75476413,0,2,Pass,Pass
27.22558817,-10.75588873,27.22787777,-10.75363954,100,93.76592579,63.00556654,0.358316836,0.606987192,1152.031673,1149.520737,3.304891282,1,0.205399995,0.227165172,27.22673297,-10.75476413,2,3,Pass,Pass
27.22558817,-10.75813793,27.22787777,-10.75588873,71.31416297,54.47240122,26.37441921,0.429962479,0.642421777,1151.929602,1149.482525,3.842584324,1,0.153182719,0.186877233,27.22673297,-10.75701333,3,5,Pass,Pass
27.21414013,-10.78737745,27.21642974,-10.78512826,26.49995563,22.70704075,7.733893457,0.416484606,0.578420546,1130.768852,-999,-999,-999,0.132824748,0.177739888,27.21528493,-10.78625286,4,5,Pass,Fail
27.21642974,-10.78962665,27.21871934,-10.78737745,24.84660242,24.78803664,25.34996161,0.283251033,0.371379594,1128.032128,1130.451617,7.07891255,1,0.108813652,0.1422963,27.21757454,-10.78850205,3,5,Pass,Pass
26.56764616,-10.81213851,26.56993645,-10.80988932,65.76752533,66.57141122,42.69440403,0.307292311,0.557629557,1447.556686,6965.61849,5528.31307,-999,0.175876628,0.200215175,26.56879131,-10.81101392,3,5,Pass,Pass
26.56993645,-10.81213851,26.57222675,-10.80988932,82.10524418,83.8872754,50.12858499,0.129961702,0.443100019,1470.014324,493.1011215,-977.0671823,0.387824897,0.199521961,0.201899409,26.5710816,-10.81101392,0,3,Pass,Pass
26.57222675,-10.81213851,26.57451704,-10.80988932,81.62823762,83.8872754,88.74247757,0.279626961,0.592426662,1465.067356,958.2802661,-509.9783923,0.681203008,0.179967242,0.191320129,26.57337189,-10.81101392,2,1,Pass,Pass
26.57451704,-10.81213851,26.57680733,-10.80988932,97.41379898,96.79773407,73.36742852,0.290626616,0.598359529,1454.805663,6904.511508,5452.861694,-999,0.196635951,0.209910771,26.57566218,-10.81101392,3,3,Pass,Pass
26.57680733,-10.81213851,26.57909762,-10.80988932,42.69048515,42.52498565,16.44341585,0.394975861,0.615124659,1436.808484,1429.941412,2.845491701,1,0.160389178,0.197695146,26.57795247,-10.81101392,4,5,Pass,Fail
26.58825879,-10.81213851,26.59054908,-10.80988932,40.6557377,57.94398963,45.59642685,0.298318594,0.559462396,1345.07923,5732.425293,4401.166829,-999,0.135004384,0.155367375,26.58940393,-10.81101392,4,5,Pass,Pass
26.59054908,-10.81213851,26.59283937,-10.80988932,28.98441485,24.04645326,19.95120292,0.345838959,0.567534355,1341.127964,2198.40536,855.7610736,0.222165735,0.138194674,0.169388309,26.59169422,-10.81101392,4,4,Pass,Fail
26.56764616,-10.81438771,26.56993645,-10.81213851,33.46814967,20.25287403,25.69485687,0.362359467,0.586210312,1437.061277,4440.597673,3005.074451,0.275171982,0.139295342,0.169812618,26.56879131,-10.81326311,2,5,Pass,Pass
26.56993645,-10.81438771,26.57222675,-10.81213851,100,99.61232303,74.21549069,0.226419641,0.526092188,1444.030124,4965.500444,3535.934107,0.3625,0.22208046,0.233536441,26.5710816,-10.81326311,2,2,Pass,Pass
26.57222675,-10.81438771,26.57451704,-10.81213851,100,99.6735101,50.87756414,0.218434354,0.543710875,1463.436049,-123.2917478,-1585.824175,-999,0.203444259,0.210440313,26.57337189,-10.81326311,1,1,Pass,Pass
26.57451704,-10.81438771,26.57680733,-10.81213851,55.23150201,56.41439335,54.01644708,0.343637857,0.590043775,1469.566114,5266.974799,3812.120764,0.299418605,0.156264058,0.187448661,26.57566218,-10.81326311,0,5,Pass,Pass
26.57680733,-10.81438771,26.57909762,-10.81213851,21.22695882,21.17064306,15.44661077,0.44372694,0.623844531,1451.237853,4432.938432,2979.152318,0.454140695,0.147423177,0.192350779,26.57795247,-10.81326311,2,4,Pass,Fail
26.59054908,-10.81438771,26.59283937,-10.81213851,99.40594059,83.76491612,46.71986812,0.235745571,0.537557789,1345.79274,3496.697572,2155.275399,0.42405765,0.159960504,0.170154379,26.59169422,-10.81326311,3,2,Pass,Pass
26.59283937,-10.81438771,26.59512966,-10.81213851,32.01532318,54.39517353,27.61671592,0.299282391,0.573387783,1345.04306,-315.7116896,-1649.003182,-999,0.16100136,0.180565448,26.59398451,-10.81326311,2,3,Pass,Pass
26.56764616,-10.8166369,26.56993645,-10.81438771,21.84369447,20.00813568,10.36385772,0.398445963,0.622769427,1434.131834,2618.812199,1188.302831,0.262809187,0.133139141,0.168016895,26.56879131,-10.81551231,4,8,Pass,Fail
26.56993645,-10.8166369,26.57222675,-10.81438771,99.81458686,99.30643124,80.5703626,0.214912493,0.54178155,1429.213117,7046.503273,5608.640432,-999,0.212796877,0.221274336,26.5710816,-10.81551231,5,4,Pass,Pass
26.57222675,-10.8166369,26.57451704,-10.81438771,100,99.42880452,62.24360557,0.184352663,0.504007162,1449.987779,4980.317643,3545.852544,-999,0.232781926,0.23722295,26.57337189,-10.81551231,2,4,Pass,Pass
26.57451704,-10.8166369,26.57680733,-10.81438771,87.38893981,90.74022454,58.44396668,0.186152719,0.500669898,1442.888293,730.4173103,-708.3887146,0.545184304,0.18982779,0.19563228,26.57566218,-10.81551231,5,6,Pass,Pass
26.57680733,-10.8166369,26.57909762,-10.81438771,38.26990437,33.83639136,29.16962633,0.412335878,0.601794741,1463.722145,6889.332734,5424.588541,-999,0.136405705,0.181886493,26.57795247,-10.81551231,1,7,Pass,Pass
26.58825879,-10.8166369,26.59054908,-10.81438771,0,97.83794707,83.94056429,0.198383438,0.504993689,1346.68555,750.4650254,-589.6473997,0.486846847,0.182101773,0.188063413,26.58940393,-10.81551231,6,4,Pass,Pass
26.59741995,-10.8166369,26.59971024,-10.81438771,53.00978104,52.80429657,21.69132637,0.319147886,0.56362467,1330.589149,5261.94247,3944.862779,-999,0.157810368,0.183366495,26.5985651,-10.81551231,2,7,Pass,Fail
26.56993645,-10.8188861,26.57222675,-10.8166369,63.44890201,72.50656814,35.39238167,0.275388035,0.555752829,1412.026325,5703.378982,4296.902369,-999,0.162441888,0.18082331,26.5710816,-10.8177615,6,8,Pass,Pass
26.57222675,-10.8188861,26.57451704,-10.8166369,100,99.61236034,72.56343284,0.237740854,0.560348391,1413.149967,4392.408692,2977.901786,0.464770524,0.190148773,0.202192253,26.57337189,-10.8177615,4,6,Pass,Pass
26.57451704,-10.8188861,26.57680733,-10.8166369,62.82058526,71.77233892,29.41751996,0.279112594,0.565635384,1414.514324,1895.401901,480.4869979,0.283595113,0.195615482,0.214222868,26.57566218,-10.8177615,4,7,Pass,Pass
26.5836782,-10.8188861,26.58596849,-10.8166369,54.57811776,47.66463985,41.85186379,0.344556781,0.589823951,1404.278688,1422.138759,20.50315204,0.992101106,0.141803563,0.171773552,26.58482335,-10.8177615,3,6,Pass,Pass
26.58825879,-10.8188861,26.59054908,-10.8166369,100,49.86741875,29.73691512,0.225695664,0.531241427,1355.365497,3287.676019,1911.625095,0.497865073,0.139194002,0.1525693,26.58940393,-10.8177615,3,4,Pass,Pass
26.59054908,-10.8188861,26.59283937,-10.8166369,94.73683126,36.16145433,56.89652923,0.017544296,0.265794369,1322.741072,540.569572,-779.3812514,0.414285714,0.112126145,0.117496499,26.59169422,-10.8177615,6,7,Pass,Pass
26.59283937,-10.8188861,26.59512966,-10.8166369,61.30653263,52.55957266,25.27632974,0.311901119,0.567609827,1301.938502,5923.74803,4620.875092,-999,0.148281012,0.173187259,26.59398451,-10.8177615,7,6,Pass,Pass
26.59512966,-10.8188861,26.59741995,-10.8166369,66.30578071,53.84450334,35.60712874,0.297392498,0.580357856,1318.816226,6346.061388,5035.859822,-999,0.154703327,0.173315699,26.5962748,-10.8177615,6,6,Pass,Pass
26.59741995,-10.8188861,26.59971024,-10.8166369,100,99.73473436,75.82350894,0.235578343,0.555116884,1327.149983,-258.9918313,-1585.08215,-999,0.196498943,0.205925674,26.5985651,-10.8177615,4,5,Pass,Pass
26.59971024,-10.8188861,26.60200053,-10.8166369,100,99.55117359,84.34252891,0.19892321,0.510345576,1347.563734,3440.652555,2097.958303,-999,0.210353843,0.216231863,26.60085539,-10.8177615,4,5,Pass,Pass
26.60200053,-10.8188861,26.60429082,-10.8166369,73.09575894,72.81241079,27.06050829,0.220812116,0.487519025,1354.900564,5777.766873,4433.11353,-999,0.178400662,0.186325776,26.60314568,-10.8177615,4,5,Pass,Pass
26.60429082,-10.8188861,26.60658112,-10.8166369,55.04404752,53.41612921,35.7668416,0.314075448,0.478592366,1374.242676,1370.60544,3.677420168,0.857210179,0.1703601,0.193489691,26.60543597,-10.8177615,0,8,Pass,Pass
26.61345199,-10.8188861,26.61574228,-10.8166369,39.58205176,39.40439705,26.18498428,0.430688389,0.596697221,1324.188133,2641.063461,1316.138803,0.147838215,0.152072836,0.19021602,26.61459714,-10.8177615,1,3,Pass,Pass
26.52871121,-10.82113529,26.5310015,-10.8188861,95.99753029,95.39049751,12.24170347,0.385253408,0.561748382,1505.248963,1202.109983,-299.4958537,-999,0.177300423,0.20892403,26.52985636,-10.8200107,1,4,Pass,Fail
26.5310015,-10.82113529,26.53329179,-10.8188861,73.21861689,72.93482567,47.38075208,0.391179248,0.557298891,1504.059611,1403.930298,-98.15563965,-999,0.160710648,0.194500627,26.53214665,-10.8200107,2,5,Pass,Pass
26.53329179,-10.82113529,26.53558209,-10.8188861,41.08247646,40.87296889,42.29790088,0.424263974,0.543131367,1501.594315,1498.569336,1.493359375,1,0.144867508,0.190755769,26.53443694,-10.8200107,2,4,Pass,Pass
26.57222675,-10.82113529,26.57451704,-10.8188861,23.53447256,28.3296473,32.53990863,0.327458395,0.583833208,1402.997235,4863.84513,3468.581653,0.395410886,0.135154357,0.161318521,26.57337189,-10.8200107,5,6,Pass,Pass
26.57451704,-10.82113529,26.57680733,-10.8188861,45.9701576,47.84823398,11.69648552,0.35951888,0.598111949,1402.277443,6978.645549,5585.829977,-999,0.154178841,0.187745118,26.57566218,-10.8200107,4,5,Pass,Fail
26.5836782,-10.82113529,26.58596849,-10.8188861,47.36069525,52.55962025,43.39930986,0.346000716,0.580826979,1370.481301,2393.259745,1013.272848,-999,0.146721683,0.181000876,26.58482335,-10.8200107,5,7,Pass,Pass
26.58596849,-10.82113529,26.58825879,-10.8188861,97.32263474,91.65807999,11.32205628,0.256675323,0.544996727,1374.597977,1515.912777,135.714452,0.875686813,0.155986076,0.171068001,26.58711364,-10.8200107,2,6,Pass,Fail
26.58825879,-10.82113529,26.59054908,-10.8188861,77.6816914,75.56588919,16.8508717,0.278606626,0.562448691,1350.987719,4970.199785,3622.916305,0.073807969,0.149856759,0.165705907,26.58940393,-10.8200107,4,4,Pass,Fail
26.59054908,-10.82113529,26.59283937,-10.8188861,56.30262072,58.18891557,26.0198047,0.254248239,0.559109206,1315.37348,3410.393304,2109.444402,0.135325132,0.142299295,0.158425714,26.59169422,-10.8200107,6,6,Pass,Pass
26.59283937,-10.82113529,26.59512966,-10.8188861,27.1666174,27.04469863,71.45103044,0.371168569,0.568237999,1322.022563,2880.505565,1578.175714,0.476254002,0.140976699,0.180066792,26.59398451,-10.8200107,4,7,Pass,Pass
26.59512966,-10.82113529,26.59741995,-10.8188861,22.41387068,13.03286935,16.9940508,0.369787055,0.601998302,1371.669929,5385.295021,4032.253745,-999,0.127041298,0.15535562,26.5962748,-10.8200107,1,7,Pass,Fail
26.59741995,-10.82113529,26.59971024,-10.8188861,81.20134277,75.3823851,57.4527223,0.266352882,0.558638265,1358.661173,2363.452241,1005.000413,-999,0.176671688,0.190502474,26.5985651,-10.8200107,4,3,Pass,Pass
26.59971024,-10.82113529,26.60200053,-10.8188861,65.45088314,78.5028821,18.12842327,0.267927138,0.535281063,1371.735954,4062.412886,2696.124447,-999,0.170000665,0.184796297,26.60085539,-10.8200107,2,3,Pass,Fail
26.60200053,-10.82113529,26.60429082,-10.8188861,80.79208154,87.61974877,40.72297439,0.135286388,0.394191025,1373.963889,5159.73973,3787.138937,-999,0.208006476,0.206364432,26.60314568,-10.8200107,1,7,Pass,Pass
26.60429082,-10.82113529,26.60658112,-10.8188861,84.88124316,68.03995581,39.64364258,0.134087144,0.322745264,1365.625525,1728.92381,366.7123439,0.062379669,0.181811301,0.183170899,26.60543597,-10.8200107,4,7,Pass,Pass
26.61345199,-10.82113529,26.61574228,-10.8188861,39.01543518,38.79259641,16.85089394,0.442093659,0.602059718,1331.566657,4063.78635,2741.035238,0.29790856,0.156431386,0.199288611,26.61459714,-10.8200107,0,2,Pass,Fail
26.52642092,-10.82338449,26.52871121,-10.82113529,55.39880154,55.25186859,18.25512049,0.400358822,0.564021935,1505.260125,1453.633712,-45.93401728,0.489847716,0.162988271,0.19838055,26.52756607,-10.82225989,2,2,Pass,Fail
26.52871121,-10.82338449,26.5310015,-10.82113529,95.82053495,95.39050322,12.63817802,0.387610664,0.568587429,1505.662816,1356.644432,-144.4472047,0.641975309,0.167884832,0.201083506,26.52985636,-10.82225989,2,5,Pass,Fail
26.57451704,-10.82338449,26.57680733,-10.82113529,23.61379548,15.11321958,26.05833574,0.360443971,0.600308568,1390.592007,5305.331272,3915.223752,-999,0.155626196,0.185443479,26.57566218,-10.82225989,7,6,Pass,Pass
26.59741995,-10.82338449,26.59971024,-10.82113529,0,92.20879942,57.27654421,0.254496629,0.56205404,1355.783926,5591.862755,4240.170682,-999,0.189443765,0.203015831,26.5985651,-10.82225989,5,4,Pass,Pass
26.59971024,-10.82338449,26.60200053,-10.82113529,0,99.61239826,79.52410033,0.219617177,0.550648449,1363.05367,-659.1909255,-2025.86812,-999,0.180912348,0.187784045,26.60085539,-10.82225989,5,5,Pass,Pass
26.60200053,-10.82338449,26.60429082,-10.82113529,100,99.67358538,11.0632539,0.21158506,0.510798047,1376.300663,1189.940947,-183.7080835,-999,0.171449992,0.17881122,26.60314568,-10.82225989,0,5,Pass,Fail
26.60429082,-10.82338449,26.60658112,-10.82113529,54.70698483,57.69937538,20.02837813,0.292905233,0.529026593,1367.760237,3291.826728,1927.75927,-999,0.153564104,0.17526131,26.60543597,-10.82225989,3,8,Pass,Fail
26.52642092,-10.82563368,26.52871121,-10.82338449,40.84762846,40.68932223,11.80111607,0.418881381,0.555695209,1505.6143,1404.903898,-97.80555274,-999,0.148468408,0.193391869,26.52756607,-10.82450908,2,4,Pass,Fail
26.52871121,-10.82563368,26.5310015,-10.82338449,81.81256782,81.19514898,15.74405465,0.406686589,0.565293453,1509.502628,1504.661601,2.364269292,1,0.160351256,0.198651516,26.52985636,-10.82450908,0,4,Pass,Fail
26.5310015,-10.82563368,26.53329179,-10.82338449,27.4569754,27.35056506,28.45928166,0.444626462,0.559400319,1506.109925,1339.566078,-162.1461951,0.551297899,0.149627877,0.195974439,26.53214665,-10.82450908,2,5,Pass,Pass
26.6111617,-10.82563368,26.61345199,-10.82338449,90.68394999,53.9670195,16.29469321,0.372338029,0.557665265,1287.319391,4644.483424,3361.450863,0.09375,0.168453478,0.19617959,26.61230684,-10.82450908,5,5,Pass,Fail
26.52413063,-10.82788288,26.52642092,-10.82563368,22.18812987,22.08856064,20.29816571,0.391339695,0.558278383,1492.038598,-999,-999,-999,0.142529187,0.177792369,26.52527577,-10.82675828,2,2,Pass,Fail
26.52642092,-10.82788288,26.52871121,-10.82563368,24.43222611,24.35248513,22.42382696,0.386363516,0.539175367,1502.699287,-999,-999,-999,0.14920985,0.184954745,26.52756607,-10.82675828,3,4,Pass,Fail
26.5310015,-10.82788288,26.53329179,-10.82563368,71.5338011,71.34410126,49.73769478,0.412030153,0.562198085,1507.891665,1504.282667,1.706081499,0.621814093,0.160827075,0.201953198,26.53214665,-10.82675828,1,7,Pass,Pass
26.59283937,-10.83463046,26.59512966,-10.83238127,24.04455484,9.239224116,42.18235509,0.420960221,0.561464927,1377.760986,3259.013753,1877.355672,0.333333333,0.13719264,0.186454603,26.59398451,-10.83350586,4,1,Pass,Pass
26.59512966,-10.83463046,26.59741995,-10.83238127,28.61538357,22.7615796,52.92065684,0.427259529,0.57330852,1449.504063,1490.615351,50.51300525,0.500680581,0.133045382,0.184361277,26.5962748,-10.83350586,1,3,Pass,Pass
26.60200053,-10.83463046,26.60429082,-10.83238127,100,81.68468711,24.74214184,0.332018953,0.565456455,1368.764855,1407.862273,42.6676532,0.287277702,0.182924165,0.212131309,26.60314568,-10.83350586,4,7,Pass,Fail
26.60658112,-10.83463046,26.60887141,-10.83238127,37.11783746,27.7788589,8.54107807,0.392623547,0.591603761,1331.448156,-5375.649681,-6717.592864,-999,0.152161638,0.190075854,26.60772626,-10.83350586,5,8,Pass,Fail
26.53558209,-10.83687965,26.53787238,-10.83463046,67.60736202,67.4281281,18.21657828,0.401077576,0.561463,1495.13278,1407.574281,-84.79122194,-999,0.154471849,0.190656969,26.53672723,-10.83575506,1,6,Pass,Fail
26.54245296,-10.83687965,26.54474325,-10.83463046,40.13517473,39.95509978,16.4764325,0.420676374,0.560452181,1477.679249,1407.699208,-72.18283913,-999,0.153119902,0.193433693,26.5435981,-10.83575506,3,6,Pass,Fail
26.59283937,-10.83687965,26.59512966,-10.83463046,67.60745235,46.379747,26.61451177,0.417825615,0.556782279,1389.076515,2849.850246,1460.170244,0.304054054,0.149332376,0.196216363,26.59398451,-10.83575506,4,4,Pass,Pass
26.60200053,-10.83687965,26.60429082,-10.83463046,0,80.46099816,49.23662745,0.269135646,0.526937893,1365.706833,5399.685608,4034.112963,-999,0.197675036,0.212414607,26.60314568,-10.83575506,5,6,Pass,Pass
26.60658112,-10.83687965,26.60887141,-10.83463046,0,66.02082589,46.40609466,0.277509743,0.537530734,1331.480959,2522.707958,1194.967411,0.487394958,0.1951515,0.214165683,26.60772626,-10.83575506,5,7,Pass,Pass
