"[28.811787235433474, -2.9736031981779445]","[28.811787235433474, -2.9646195065968923]","[28.802803889633367, -2.9646195065968923]","[28.802803889633367, -2.9736031981779445]"
"[28.92857073083487, -2.9736032009877182]","[28.92857073083487, -2.9646195065968923]","[28.919587385034763, -2.9646195065968923]","[28.919587385034763, -2.9736032009877182]"
"[28.82975392703369, -3.036489065413095]","[28.82975392703369, -3.0275053734005097]","[28.82077058123358, -3.0275053734005097]","[28.82077058123358, -3.036489065413095]"
"[28.937554076634978, -3.090391239553901]","[28.937554076634978, -3.0814075449464675]","[28.92857073083487, -3.0814075449464675]","[28.92857073083487, -3.090391239553901]"
"[28.946537422435085, -3.0903912397705757]","[28.946537422435085, -3.0814075449464675]","[28.937554076634978, -3.0814075449464675]","[28.937554076634978, -3.0903912397705757]"
"[28.937554076634978, -3.0993749348115607]","[28.937554076634978, -3.090391240204127]","[28.92857073083487, -3.090391240204127]","[28.92857073083487, -3.0993749348115607]"
"[28.946537422435085, -3.0993749350282354]","[28.946537422435085, -3.090391240204127]","[28.937554076634978, -3.090391240204127]","[28.937554076634978, -3.0993749350282354]"
"[28.955520768235193, -3.0993749352449775]","[28.955520768235193, -3.090391240204127]","[28.946537422435085, -3.090391240204127]","[28.946537422435085, -3.0993749352449775]"
"[28.9645041140353, -3.1353097164924253]","[28.9645041140353, -3.1263260212347657]","[28.955520768235193, -3.1263260212347657]","[28.955520768235193, -3.1353097164924253]"
"[28.919587385034763, -3.1892118869550092]","[28.919587385034763, -3.1802281927807234]","[28.910604039234656, -3.1802281927807234]","[28.910604039234656, -3.1892118869550092]"
