"[29.553900074800644, 3.1421954502960463]","[29.553900074800644, 3.151179159925553]","[29.544916729000537, 3.151179159925553]","[29.544916729000537, 3.1421954502960463]"
"[29.562883420600752, 3.1421954500747553]","[29.562883420600752, 3.151179159925553]","[29.553900074800644, 3.151179159925553]","[29.553900074800644, 3.1421954500747553]"
"[29.57186676640086, 3.142195449853397]","[29.57186676640086, 3.151179159925553]","[29.562883420600752, 3.151179159925553]","[29.562883420600752, 3.142195449853397]"
"[29.553900074800644, 3.133211739780972]","[29.553900074800644, 3.1421954494104787]","[29.544916729000537, 3.1421954494104787]","[29.544916729000537, 3.133211739780972]"
"[29.562883420600752, 3.133211739559681]","[29.562883420600752, 3.1421954494104787]","[29.553900074800644, 3.1421954494104787]","[29.553900074800644, 3.133211739559681]"
"[29.57186676640086, 3.1332117393383223]","[29.57186676640086, 3.1421954494104787]","[29.562883420600752, 3.1421954494104787]","[29.562883420600752, 3.1332117393383223]"
"[29.580850112200967, 3.1332117391168968]","[29.580850112200967, 3.1421954494104787]","[29.57186676640086, 3.1421954494104787]","[29.57186676640086, 3.1332117391168968]"
"[29.544916729000537, 3.124228029487121]","[29.544916729000537, 3.133211738895404]","[29.53593338320043, 3.133211738895404]","[29.53593338320043, 3.124228029487121]"
"[29.562883420600752, 3.1242280290446063]","[29.562883420600752, 3.133211738895404]","[29.553900074800644, 3.133211738895404]","[29.553900074800644, 3.1242280290446063]"
"[29.57186676640086, 3.124228028823248]","[29.57186676640086, 3.133211738895404]","[29.562883420600752, 3.133211738895404]","[29.562883420600752, 3.124228028823248]"
"[29.544916729000537, 3.1152443189720467]","[29.544916729000537, 3.1242280283803296]","[29.53593338320043, 3.1242280283803296]","[29.53593338320043, 3.1152443189720467]"
"[29.553900074800644, 3.1152443187508227]","[29.553900074800644, 3.1242280283803296]","[29.544916729000537, 3.1242280283803296]","[29.544916729000537, 3.1152443187508227]"
"[29.562883420600752, 3.1152443185295318]","[29.562883420600752, 3.1242280283803296]","[29.553900074800644, 3.1242280283803296]","[29.553900074800644, 3.1152443185295318]"
"[29.57186676640086, 3.1152443183081733]","[29.57186676640086, 3.1242280283803296]","[29.562883420600752, 3.1242280283803296]","[29.562883420600752, 3.1152443183081733]"
"[29.580850112200967, 3.1152443180867477]","[29.580850112200967, 3.1242280283803296]","[29.57186676640086, 3.1242280283803296]","[29.57186676640086, 3.1152443180867477]"
"[29.589833458001074, 3.115244317865255]","[29.589833458001074, 3.1242280283803296]","[29.580850112200967, 3.1242280283803296]","[29.580850112200967, 3.115244317865255]"
"[29.562883420600752, 3.1062606080144572]","[29.562883420600752, 3.115244317865255]","[29.553900074800644, 3.115244317865255]","[29.553900074800644, 3.1062606080144572]"
"[29.57186676640086, 3.1062606077930988]","[29.57186676640086, 3.115244317865255]","[29.562883420600752, 3.115244317865255]","[29.562883420600752, 3.1062606077930988]"
"[29.580850112200967, 3.106260607571673]","[29.580850112200967, 3.115244317865255]","[29.57186676640086, 3.115244317865255]","[29.57186676640086, 3.106260607571673]"
"[29.589833458001074, 3.1062606073501806]","[29.589833458001074, 3.115244317865255]","[29.580850112200967, 3.115244317865255]","[29.580850112200967, 3.1062606073501806]"
"[29.589833458001074, 3.097276896835106]","[29.589833458001074, 3.1062606073501806]","[29.580850112200967, 3.1062606073501806]","[29.580850112200967, 3.097276896835106]"
