min lon,min lat,max lon,max lat,status
27.350233348102517,-7.522663302841995,27.35472502100257,-7.518171474050515,0
27.35472502100257,-7.5226633028932035,27.35921669390262,-7.518171474050515,0
27.35921669390262,-7.522663302944421,27.363708366802673,-7.518171474050515,0
27.363708366802673,-7.522663302995647,27.368200039702725,-7.518171474050515,0
27.368200039702725,-7.5226633030468815,27.372691712602776,-7.518171474050515,0
27.372691712602776,-7.522663303098124,27.37718338550283,-7.518171474050515,0
27.37718338550283,-7.5226633031493755,27.38167505840288,-7.518171474050515,0
27.38167505840288,-7.522663303200635,27.386166731302932,-7.518171474050515,0
27.386166731302932,-7.522663303251903,27.390658404202984,-7.518171474050515,0
27.390658404202984,-7.52266330330318,27.395150077103036,-7.518171474050515,0
27.395150077103036,-7.522663303354464,27.399641750003088,-7.518171474050515,0
27.399641750003088,-7.522663303405757,27.40413342290314,-7.518171474050515,1
27.40413342290314,-7.522663303457059,27.408625095803192,-7.518171474050515,0
27.408625095803192,-7.522663303508369,27.413116768703244,-7.518171474050515,0
27.413116768703244,-7.522663303559687,27.417608441603296,-7.518171474050515,0
27.417608441603296,-7.522663303611014,27.422100114503348,-7.518171474050515,0
27.422100114503348,-7.52266330366235,27.4265917874034,-7.518171474050515,0
27.4265917874034,-7.522663303713694,27.43108346030345,-7.518171474050515,0
27.43108346030345,-7.522663303765046,27.435575133203503,-7.518171474050515,0
27.435575133203503,-7.522663303816406,27.440066806103555,-7.518171474050515,0
27.350233348102517,-7.527155132607886,27.35472502100257,-7.522663303816406,0
27.35472502100257,-7.527155132659095,27.35921669390262,-7.522663303816406,0
27.35921669390262,-7.527155132710313,27.363708366802673,-7.522663303816406,0
27.363708366802673,-7.527155132761538,27.368200039702725,-7.522663303816406,0
27.368200039702725,-7.527155132812773,27.372691712602776,-7.522663303816406,0
27.372691712602776,-7.527155132864015,27.37718338550283,-7.522663303816406,0
27.37718338550283,-7.527155132915267,27.38167505840288,-7.522663303816406,0
27.38167505840288,-7.527155132966526,27.386166731302932,-7.522663303816406,0
27.386166731302932,-7.527155133017795,27.390658404202984,-7.522663303816406,0
27.390658404202984,-7.527155133069071,27.395150077103036,-7.522663303816406,0
27.395150077103036,-7.527155133120355,27.399641750003088,-7.522663303816406,0
27.399641750003088,-7.527155133171648,27.40413342290314,-7.522663303816406,1
27.40413342290314,-7.5271551332229505,27.408625095803192,-7.522663303816406,0
27.408625095803192,-7.527155133274261,27.413116768703244,-7.522663303816406,0
27.413116768703244,-7.527155133325579,27.417608441603296,-7.522663303816406,0
27.417608441603296,-7.527155133376906,27.422100114503348,-7.522663303816406,0
27.422100114503348,-7.527155133428241,27.4265917874034,-7.522663303816406,0
27.4265917874034,-7.527155133479585,27.43108346030345,-7.522663303816406,0
27.43108346030345,-7.527155133530937,27.435575133203503,-7.522663303816406,0
27.435575133203503,-7.527155133582298,27.440066806103555,-7.522663303816406,0
27.350233348102517,-7.531646962373777,27.35472502100257,-7.527155133582298,0
27.35472502100257,-7.531646962424986,27.35921669390262,-7.527155133582298,0
27.35921669390262,-7.531646962476204,27.363708366802673,-7.527155133582298,0
27.363708366802673,-7.53164696252743,27.368200039702725,-7.527155133582298,0
27.368200039702725,-7.531646962578664,27.372691712602776,-7.527155133582298,0
27.372691712602776,-7.531646962629907,27.37718338550283,-7.527155133582298,0
27.37718338550283,-7.531646962681158,27.38167505840288,-7.527155133582298,0
27.38167505840288,-7.531646962732418,27.386166731302932,-7.527155133582298,0
27.386166731302932,-7.531646962783686,27.390658404202984,-7.527155133582298,0
27.390658404202984,-7.531646962834962,27.395150077103036,-7.527155133582298,0
27.395150077103036,-7.531646962886247,27.399641750003088,-7.527155133582298,0
27.399641750003088,-7.53164696293754,27.40413342290314,-7.527155133582298,1
27.40413342290314,-7.531646962988842,27.408625095803192,-7.527155133582298,0
27.408625095803192,-7.531646963040152,27.413116768703244,-7.527155133582298,0
27.413116768703244,-7.53164696309147,27.417608441603296,-7.527155133582298,0
27.417608441603296,-7.531646963142797,27.422100114503348,-7.527155133582298,0
27.422100114503348,-7.531646963194133,27.4265917874034,-7.527155133582298,0
27.4265917874034,-7.531646963245477,27.43108346030345,-7.527155133582298,0
27.43108346030345,-7.531646963296828,27.435575133203503,-7.527155133582298,0
27.435575133203503,-7.531646963348189,27.440066806103555,-7.527155133582298,0
27.350233348102517,-7.536138792139669,27.35472502100257,-7.531646963348189,0
27.35472502100257,-7.536138792190878,27.35921669390262,-7.531646963348189,0
27.35921669390262,-7.536138792242095,27.363708366802673,-7.531646963348189,0
27.363708366802673,-7.536138792293321,27.368200039702725,-7.531646963348189,0
27.368200039702725,-7.5361387923445555,27.372691712602776,-7.531646963348189,0
27.372691712602776,-7.536138792395798,27.37718338550283,-7.531646963348189,0
27.37718338550283,-7.5361387924470495,27.38167505840288,-7.531646963348189,0
27.38167505840288,-7.536138792498309,27.386166731302932,-7.531646963348189,0
27.386166731302932,-7.536138792549577,27.390658404202984,-7.531646963348189,0
27.390658404202984,-7.536138792600854,27.395150077103036,-7.531646963348189,0
27.395150077103036,-7.536138792652138,27.399641750003088,-7.531646963348189,0
27.399641750003088,-7.536138792703431,27.40413342290314,-7.531646963348189,1
27.40413342290314,-7.536138792754733,27.408625095803192,-7.531646963348189,1
27.408625095803192,-7.536138792806043,27.413116768703244,-7.531646963348189,0
