2.964171689453669600e+01,3.069330364559079261e+00,2.964396273098672197e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.459569309854611419e-01,7.014121817157498162e-01,8.248170056497176574e+02,1.705072530448634780e+03,8.918925004623260975e+02,-9.990000000000000000e+02,1.061152686842490450e-01,2.581650772337841238e-01,nan
2.963947105808667004e+01,3.069330364572952607e+00,2.964171689453669600e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.457180131327040495e-01,6.987543481443847515e-01,8.322724603309050053e+02,8.347037207939432619e+02,8.418332556926969801e+00,1.000000000000000000e+00,1.102086599157870161e-01,2.692162767750852503e-01,nan
2.963722522163664408e+01,3.069330364586824622e+00,2.963947105808667004e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.598760542934919426e-01,6.932589277392937621e-01,8.289207496048768462e+02,9.638162687678002385e+02,1.434509150782556333e+02,8.528428093645484820e-01,1.055067397647747734e-01,2.672677666588149648e-01,nan
2.963497938518661812e+01,3.069330364600696193e+00,2.963722522163664408e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.823024517155329427e-01,6.970000611728911499e-01,8.242796045197743524e+02,1.695532403128487658e+03,8.857371956961494561e+02,-9.990000000000000000e+02,9.997849031103984985e-02,2.739098445018262051e-01,nan
2.963273354873659216e+01,3.069330364614566431e+00,2.963497938518661812e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.729776626909440562e-01,6.891331880621258676e-01,8.370149085159250717e+02,-1.623957372115830367e+03,-2.448884838556839441e+03,8.347457627118642920e-01,1.052463825592418190e-01,2.780293382911697142e-01,nan
2.963048771228656619e+01,3.069330364628435337e+00,2.963273354873659216e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.834926820302722472e-01,6.995000804319154719e-01,8.352979960485461106e+02,-4.963198736679542890e+03,-5.785364802047347439e+03,4.717853839037927655e-01,1.038477982796659621e-01,2.830431935166928814e-01,nan
2.962824187583654023e+01,3.069330364642303355e+00,2.963048771228656619e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.461347990836454613e-01,6.839187313669718993e-01,8.421477401129936879e+02,2.041177734375000000e+03,1.207733428955078125e+03,-9.990000000000000000e+02,1.051005248676982334e-01,2.577519345389115979e-01,nan
2.962599603938651427e+01,3.069330364656170484e+00,2.962824187583654023e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.639508137753326045e-01,6.908844567513791057e-01,8.268434748250169832e+02,-7.899042489770188695e+03,-8.715169593401329621e+03,3.149492017416545830e-01,1.050508466090813997e-01,2.719557380397565338e-01,nan
2.962375020293648831e+01,3.069330364670036726e+00,2.962599603938651427e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.670702818575608983e-01,6.854287007141675048e-01,8.192903043650126165e+02,-2.769872208299662361e+03,-3.581706709992853121e+03,5.990566037735849392e-01,9.592370744933388649e-02,2.456490972623326108e-01,nan
2.962150436648646235e+01,3.069330364683901635e+00,2.962375020293648831e+01,3.071576292563472865e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.791790852091882380e-01,6.948693519099120586e-01,8.206705649717516735e+02,1.895889383561225486e+03,1.086044434459858621e+03,1.160267111853088562e-01,1.077131412329323940e-01,2.937164547734569808e-01,nan
